id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,magnetic_variation_deg,usage_type,power,associated_airport,power_category
87255,Necedah_NDB_US,DAF,Necedah,ndb,233,44.03409958,-90.08260345,914,US,-1.248,LO,LOW,NA,High
87256,Daggett_VORTAC_US,DAG,Daggett,vortac,113200,34.96250153,-116.5780029,1760,US,12.587,BOTH,MEDIUM,KBYS,High
87257,Dakovica_TACAN_RS,DAK,Dakovica,tacan,109700,42.43000031,20.43169975,785,RS,3.118,BOTH,MEDIUM,NA,High
87258,Drake_VOR-DME_US,DAK,Drake,vor-dme,108800,36.04290009,-94.19760132,1530,US,2.508,LO,LOW,KFYV,High
87259,Dakovica_NDB_RS,DAK,Dakovica,ndb,412,45.42079926,20.42749977,785,RS,3.272,BOTH,MEDIUM,NA,High
87260,Dalaman_TACAN_TR,DAL,Dalaman,tacan,115300,36.71279907,28.78890038,55,TR,3.447,BOTH,HIGH,LTBS,High
87261,Dalaman_VOR-DME_TR,DAL,Dalaman,vor-dme,114700,36.6896019,28.78190041,33,TR,3.442,BOTH,HIGH,LTBS,High
87262,Otaebe_NDB_SY,DAL,Otaebe,ndb,342,33.48749924,36.60169983,2020,SY,3.543,TERMINAL,LOW,OSDI,High
87263,Dalaman_NDB_TR,DAL,Dalaman,ndb,346,36.6896019,28.78190041,20,TR,3.442,LO,LOW,LTBS,High
87264,Damascus_VOR-DME_SY,DAM,Damascus,vor-dme,116000,33.36489868,36.46860123,2033,SY,3.532,BOTH,HIGH,OSDI,High
87265,Danville_VOR_US,DAN,Danville,vor,113100,36.56890106,-79.33670044,570,US,-8.264,LO,MEDIUM,KDAN,High
87266,Incirlik_TACAN_TR,DAN,Incirlik,tacan,108400,37.0155983,35.44800186,253,TR,4.19,BOTH,HIGH,LTAG,High
87267,Danang_VOR-DME_VN,DAN,Danang,vor-dme,114400,16.05279922,108.197998,33,VN,-0.483,BOTH,HIGH,VVDN,High
87268,Podgorica_NDB_RS,DAN,Podgorica,ndb,312,42.54499817,19.12350082,NA,RS,2.595,TERMINAL,LOW,LYPG,High
87269,Davao_VOR-DME_PH,DAO,Davao,vor-dme,112100,7.131239891,125.6539993,96,PH,0.115,BOTH,HIGH,RPMD,High
87270,Davao_NDB_PH,DAO,Davao,ndb,364,7.137149811,125.6500015,96,PH,0.114,BOTH,MEDIUM,RPMD,High
87271,Dragoo_NDB_US,DAO,Dragoo,ndb,410,31.58569908,-110.3440018,4654,US,10.419,TERMINAL,LOW,KFHU,High
87272,Dublin_VOR-DME_IE,DAP,Dublin,vor-dme,111200,53.42359924,-6.302780151,280,IE,-5.06,BOTH,HIGH,EIDW,High
87273,Darwin_TACAN_AU,DAR,Darwin,tacan,113700,-12.41359997,130.8829956,105,AU,3.269,BOTH,LOW,YPDN,High
87274,Darband_VOR-DME_IR,DAR,Darband,vor-dme,113700,31.78319931,56.99459839,2057,IR,2.406,BOTH,HIGH,NA,High
87275,Darlowo_VOR-DME_PL,DAR,Darlowo,vor-dme,114200,54.41019821,16.38809967,98,PL,3.116,BOTH,HIGH,NA,High
87276,Daisetta_VORTAC_US,DAS,Daisetta,vortac,116900,30.18969917,-94.64499664,75,US,3.264,BOTH,HIGH,NA,High
87277,Atacama_VOR-DME_CL,DAT,Atacama,vor-dme,117100,-27.27939987,-70.77610016,670,CL,0.352,BOTH,HIGH,SCAT,High
87278,Daru_NDB-DME_PG,DAU,Daru,ndb-dme,290,-9.075019836,143.2129974,170,PG,5.282,BOTH,LOW,AYDU,High
87279,David_VOR-DME_PA,DAV,David,vor-dme,114300,8.38696003,-82.43759918,89,PA,-0.507,BOTH,HIGH,MPDA,High
87280,David_NDB_PA,DAV,David,ndb,350,8.390999794,-82.4280014,120,PA,-0.511,BOTH,MEDIUM,MPDA,High
87281,Al_Dawadmi_VOR-DME_SA,DAW,Al Dawadmi,vor-dme,116100,24.44890022,44.11920166,3019,SA,2.39,BOTH,HIGH,OEDM,High
87283,Dalbandin_NDB_PK,DB,Dalbandin,ndb,287,28.87350082,64.40110016,NA,PK,1.256,BOTH,MEDIUM,OPDB,High
87284,Pochinok_NDB_RU,DB,Pochinok,ndb,375,57.71670151,34.96670151,NA,RU,9.445,BOTH,HIGH,NA,High
87285,Zilom_NDB_US,DB,Zilom,ndb,341,42.32300186,-90.59889984,NA,US,-0.388,TERMINAL,LOW,KDBQ,High
87286,Creke_NDB_US,DB,Creke,ndb,251,32.48379898,-83.0109024,275,US,-4.519,HI,LOW,NA,High
87287,Dien_Bien_NDB_VN,DB,Dien Bien,ndb,380,21.39669991,103.0110016,NA,VN,-1,BOTH,MEDIUM,VVDB,High
87288,El_Daba_VOR-DME_EG,DBA,El Daba,vor-dme,115700,31.01140022,28.46689987,110,EG,3.119,BOTH,HIGH,HEAL,High
87289,Dubrovnik_VOR-DME_HR,DBK,Dubrovnik,vor-dme,115400,42.55379868,18.27739906,525,HR,2.509,BOTH,HIGH,LDDU,High
87290,Red_Table_VOR-DME_US,DBL,Red Table,vor-dme,113000,39.43930054,-106.8949966,11758,US,10.306,BOTH,HIGH,KASE,High
87291,Dublin_VORTAC_US,DBN,Dublin,vortac,113100,32.56069946,-82.83319855,300,US,-5.006,LO,MEDIUM,NA,High
87292,Dubuque_VORTAC_US,DBQ,Dubuque,vortac,115800,42.4015007,-90.70909882,1051,US,-0.339,BOTH,HIGH,KDBQ,High
87293,Helmholtz_NDB_DE,DBR,Helmholtz,ndb,347,52.46829987,13.29529953,NA,DE,2.092,LO,LOW,DE-0456,High
87294,Dibrugarh_NDB_IN,DBR,Dibrugarh,ndb,265,27.46549988,95.01860046,NA,IN,-0.308,BOTH,MEDIUM,VEMN,High
87295,Dubois_VORTAC_US,DBS,Dubois,vortac,116900,44.08890152,-112.2089996,4915,US,13.388,BOTH,HIGH,NA,High
87296,Dubove_NDB_SK,DBV,Dubove,ndb,310,48.85810089,18.79940033,NA,SK,3.251,BOTH,HIGH,NA,High
87297,Morrison_NDB_US,DBX,Morrison,ndb,212,39.76169968,-97.04229736,1380,US,4.414,TERMINAL,LOW,NA,High
87298,Derby_NDB_AU,DBY,Derby,ndb,332,-17.35689926,123.6669998,24,AU,2.412,BOTH,HIGH,YDBY,High
87299,Princeton_NDB_CA,DC,Princeton,ndb,326,49.4693985,-120.5169983,2298,CA,17.55,LO,MEDIUM,CYDC,High
87300,Debrecen_NDB_HU,DC,Debrecen,ndb,295,47.45669937,21.56299973,361,HU,3.527,TERMINAL,LOW,LHDC,High
87301,Oxonn_NDB_US,DC,Oxonn,ndb,332,38.76610184,-77.0266037,NA,US,-10.391,TERMINAL,LOW,KDCA,High
87302,Buffs_NDB_US,DC,Buffs,ndb,332,40.33470154,-104.6259995,4675,US,9.284,TERMINAL,LOW,KGXY,High
87303,Washington_VOR-DME_US,DCA,Washington,vor-dme,111000,38.85950089,-77.03639984,9,US,-10.403,LO,MEDIUM,KDCA,High
87304,Canefield_NDB_DM,DCF,Canefield,ndb,260,15.33250046,-61.40129852,NA,DM,-14.286,LO,LOW,TDCF,High
87305,Chester_NDB_US,DCM,Chester,ndb,220,34.78680038,-81.20110321,655,US,-6.399,LO,LOW,NA,High
87306,Dhaka_NDB_BD,DCN,Dhaka,ndb,298,23.84289932,90.41770172,NA,BD,-0.291,BOTH,LOW,VGZR,High
87307,Cabo_Rojo_VOR-DME_DO,DCR,Cabo Rojo,vor-dme,114300,17.93160057,-71.64830017,262,DO,-9.261,BOTH,HIGH,MDCR,High
87308,Dean_Cross_VOR-DME_GB,DCS,Dean Cross,vor-dme,115200,54.72190094,-3.340559959,700,GB,-4.092,BOTH,HIGH,NA,High
87309,Decatur_VOR-DME_US,DCU,Decatur,vor-dme,112800,34.64830017,-86.9394989,590,US,-2.202,LO,MEDIUM,NA,High
87310,Washington_NDB_US,DCY,Washington,ndb,212,38.69620132,-87.13249969,471,US,-2.533,TERMINAL,LOW,NA,High
87311,Oostende_NDB_BE,DD,Oostende,ndb,353,51.19390106,2.835000038,NA,BE,-1.102,TERMINAL,LOW,NA,High
87312,Cobbs_NDB_US,DD,Cobbs,ndb,253,39.74290085,-83.02020264,NA,US,-6.269,TERMINAL,LOW,50OI,High
87313,Dori_NDB_BF,DD,Dori,ndb,270,14.0340004,-0.033473,NA,BF,-2.46,BOTH,MEDIUM,NA,High
87314,Commerce_NDB_US,DDA,Commerce,ndb,244,34.06219864,-83.52089691,880,US,-4.479,TERMINAL,LOW,K19A,High
87315,Dodge_City_VORTAC_US,DDC,Dodge City,vortac,108200,37.8506012,-100.0059967,2565,US,6.389,LO,MEDIUM,KDDC,High
87316,Port_City_VOR-DME_US,DDD,Port City,vor-dme,116500,41.36640167,-91.14910126,540,US,-0.018,LO,MEDIUM,NA,High
87317,Dandong_VOR-DME_CN,DDG,Dandong,vor-dme,113900,40.25999832,124.288002,213,CN,-8.152,BOTH,HIGH,NA,High
87318,Sheldon_VOR-DME_US,DDL,Sheldon,vor-dme,108600,43.21210098,-95.83390045,1417,US,3.368,LO,LOW,NA,High
87319,Didimon_VOR-DME_GR,DDM,Didimon,vor-dme,117200,37.47769928,23.21719933,3609,GR,3.107,BOTH,HIGH,NA,High
87320,Dorado_NDB_PR,DDP,Dorado,ndb,391,18.46829987,-66.41239929,254,PR,-12.256,BOTH,HIGH,NA,High
87321,Muddy_Mountain_VORTAC_US,DDY,Muddy Mountain,vortac,116200,43.09090042,-106.2770004,5860,US,10.408,BOTH,HIGH,KCPR,High
87322,Edea_NDB_CM,DE,Edea,ndb,362,3.790780067,10.13809967,NA,CM,-2.3,BOTH,MEDIUM,NA,High
87323,Rionegro_NDB_CO,DE,Rionegro,ndb,264,6.13988018,-75.42279816,8679,CO,-4.585,TERMINAL,MEDIUM,NA,High
87324,Yedinka_NDB_RU,DE,Yedinka,ndb,310,47.20000076,138.6999969,NA,RU,-10.562,BOTH,HIGH,NA,High
87325,Domodedovo_NDB_RU,DE,Domodedovo,ndb,437,55.36669922,37.97829819,NA,RU,9.354,TERMINAL,MEDIUM,UUDD,High
87326,Madds_NDB_US,DE,Madds,ndb,338,42.49489975,-83.09349823,NA,US,-7.083,TERMINAL,LOW,KDET,High
87327,Elwin_NDB_US,DE,Elwin,ndb,275,39.79050064,-88.95379639,NA,US,-1.359,TERMINAL,LOW,KDEC,High
87329,Decimomannu_TACAN_IT,DEC,Decimomannu,tacan,108200,39.3810997,8.965559959,198,IT,1.018,BOTH,HIGH,LIED,High
87330,Decimomannu_NDB_IT,DEC,Decimomannu,ndb,331,39.36360168,8.974169731,NA,IT,1.019,RNAV,LOW,LIED,High
87331,Slidell_NDB_US,DEF,Slidell,ndb,256,30.29680061,-89.83409882,15,US,0.196,TERMINAL,LOW,NA,High
87332,Decorah_NDB_US,DEH,Decorah,ndb,236,43.27569962,-91.7365036,1154,US,0.107,LO,LOW,NA,High
87333,Dekelia_NDB_GR,DEK,Dekelia,ndb,388,38.10329819,23.77219963,NA,GR,3.182,TERMINAL,LOW,LGTT,High
87334,Delicias_VOR-DME_MX,DEL,Delicias,vor-dme,113500,28.21409988,-105.447998,3888,MX,8.39,BOTH,HIGH,MM77,High
87335,Mirny_VOR-DME_RU,DEM,Mirny,vor-dme,113800,62.54000092,114.0199966,1283,RU,-10.032,BOTH,MEDIUM,UERR,High
87336,Denver_VOR-DME_US,DEN,Denver,vor-dme,117900,39.8125,-104.6610031,5440,US,9.263,LO,HIGH,NA,High
87337,De_Queen_NDB_US,DEQ,De Queen,ndb,281,34.04589844,-94.3993988,352,US,3.058,TERMINAL,LOW,NA,High
87338,Derventa_VOR-DME_BA,DER,Derventa,vor-dme,112400,44.98410034,17.96940041,436,BA,2.572,BOTH,HIGH,NA,High
87339,Alexander_City_NDB_US,DER,Alexander City,ndb,382,32.87929916,-85.96130371,641,US,-2.466,TERMINAL,LOW,NA,High
87340,Detling_VOR-DME_GB,DET,Detling,vor-dme,117300,51.30390167,0.597221971,645,GB,-1.591,BOTH,HIGH,NA,High
87342,Mukhrani_NDB_GE,DF,Mukhrani,ndb,520,41.91669846,44.56560135,NA,GE,5.466,BOTH,MEDIUM,NA,High
87343,Kasiguncu_NDB_ID,DF,Kasiguncu,ndb,310,-1.420040011,120.6589966,174,ID,1.188,BOTH,MEDIUM,WAFP,High
87344,Zama_NDB_JP,DF,Zama,ndb,401,35.57979965,139.3760071,NA,JP,-6.564,RNAV,MEDIUM,NA,High
87345,Defiance_NDB_US,DFI,Defiance,ndb,246,41.33449936,-84.42690277,708,US,-5.423,TERMINAL,LOW,NA,High
87346,Dafinah_VOR-DME_SA,DFN,Dafinah,vor-dme,117500,23.28280067,41.7193985,3175,SA,2.441,BOTH,HIGH,NA,High
87347,Dumaguete_VOR_PH,DG,Dumaguete,vor,114100,9.333660126,123.3059998,15,PH,-0.18,BOTH,HIGH,RPVD,High
87349,Dundigul_NDB_IN,DG,Dundigul,ndb,327,17.66769981,78.41529846,NA,IN,-1.082,BOTH,MEDIUM,VODG,High
87350,Dera_Ghazi_Khan_NDB_PK,DG,Dera Ghazi Khan,ndb,322,29.96220016,70.49030304,516,PK,1.186,BOTH,LOW,OPDG,High
87351,Chita_NDB_RU,DG,Chita,ndb,518,52.01670074,113.3779984,NA,RU,-7.484,BOTH,HIGH,UIAA,High
87352,Fukuoka_VORTAC_JP,DGC,Fukuoka,vortac,114500,33.67620087,130.3899994,65,JP,-6.483,BOTH,HIGH,RJFF,High
87353,Dogwood_VORTAC_US,DGD,Dogwood,vortac,109400,37.02349854,-92.87689972,1600,US,1.495,LO,MEDIUM,2K2,High
87354,Red_Dog_NDB-DME_US,DGG,Red Dog,ndb-dme,429,68.03240204,-162.904007,955,US,15.539,LO,LOW,NA,High
87355,Digne_VOR_FR,DGN,Digne,vor,113850,43.99140167,6.100830078,NA,FR,0.202,BOTH,HIGH,NA,High
87356,Durango_VOR-DME_MX,DGO,Durango,vor-dme,112900,24.13800049,-104.5159988,6104,MX,8.007,BOTH,HIGH,MMDO,High
87357,Domingo_VOR-DME_ES,DGO,Domingo,vor-dme,112600,42.45330048,-2.880709887,2126,ES,-2.092,BOTH,HIGH,NA,High
87358,Daugavpils_VOR-DME_LV,DGP,Daugavpils,vor-dme,114100,55.94729996,26.67550087,400,LV,6.383,BOTH,HIGH,NA,High
87359,Delhi_NDB_IN,DH,Delhi,ndb,202,28.56450081,77.20230103,NA,IN,0.398,BOTH,MEDIUM,VIDP,High
87360,Durnacol_NDB_ZA,DH,Durnacol,ndb,358,-28.11669922,29.9666996,NA,ZA,-21.063,BOTH,MEDIUM,FADH,High
87361,Dhahran_VORTAC_SA,DHA,Dhahran,vortac,117200,26.26079941,50.14020157,65,SA,2.153,BOTH,HIGH,OEDR,High
87362,Helgoland_VOR-DME_DE,DHE,Helgoland,vor-dme,116300,54.18569946,7.910699844,44,DE,0.206,BOTH,HIGH,EDXH,High
87363,Dhangadhi_NDB_NP,DHI,Dhangadhi,ndb,253,28.75250053,80.5821991,653,NP,0.317,BOTH,LOW,VNDH,High
87364,Randolph_TACAN_US,DHK,Randolph,tacan,109900,29.53689957,-98.26779938,773,US,5.309,BOTH,MEDIUM,KRND,High
87365,Dahushan_VOR-DME_CN,DHN,Dahushan,vor-dme,116500,41.64170074,122.1169968,23,CN,-8.135,BOTH,HIGH,NA,High
87366,Dehnamak_VOR-DME_IR,DHN,Dehnamak,vor-dme,114500,35.25400162,52.72029877,2756,IR,3.513,BOTH,HIGH,NA,High
87367,Dolphin_VORTAC_US,DHP,Dolphin,vortac,113900,25.799999239999998,-80.34899902,10,US,-5.257,BOTH,HIGH,KMIA,High
87368,Dahra_VOR-DME_LY,DHR,Dahra,vor-dme,116100,29.4673996,17.93160057,250,LY,1.56,BOTH,MEDIUM,HLRA,High
87369,Dahra_NDB_LY,DHR,Dahra,ndb,374,29.46829987,17.93829918,NA,LY,1.56,BOTH,HIGH,HLRA,High
87370,Dalhart_VORTAC_US,DHT,Dalhart,vortac,112000,36.09149933,-102.5449982,4020,US,8.006,LO,MEDIUM,NA,High
87371,D_I_Khan_VOR_PK,DI,D I Khan,vor,113100,31.91259956,70.88569641,594,PK,1.455,BOTH,HIGH,OPDI,High
87372,D_I_Khan_NDB_PK,DI,D I Khan,ndb,286,31.90870094,70.8884964,685,PK,1.454,BOTH,MEDIUM,OPDI,High
87373,Dipolog_NDB_PH,DI,Dipolog,ndb,389,8.600560188,123.3430023,12,PH,-0.096,BOTH,MEDIUM,RPMG,High
87374,Noson_NDB_US,DI,Noson,ndb,353,46.68780136,-102.711998,2527,US,8.495,TERMINAL,LOW,KDIK,High
87375,Concordia_NDB_AR,DIA,Concordia,ndb,335,-31.30170059,-58.00419998,115,AR,-9.069,LO,HIGH,SAAC,High
87376,Dien_Bien_VOR-DME_VN,DIB,Dien Bien,vor-dme,113600,21.39609909,103.0039978,1611,VN,-1,BOTH,HIGH,VVDB,High
87377,Dijon_TACAN_FR,DIJ,Dijon,tacan,113500,47.27190018,5.091529846,726,FR,-0.06,BOTH,HIGH,LFSD,High
87378,Dickinson_VORTAC_US,DIK,Dickinson,vortac,112900,46.86000061,-102.7740021,2520,US,8.528,BOTH,HIGH,KDIK,High
87379,Diekirch_VOR-DME_LU,DIK,Diekirch,vor-dme,114400,49.8614006,6.129720211,1109,LU,0.024,BOTH,HIGH,NA,High
87380,Diekirch_NDB_LU,DIK,Diekirch,ndb,307,49.8614006,6.129720211,NA,LU,0.024,BOTH,HIGH,NA,High
87381,Tandil_VOR-DME_AR,DIL,Tandil,vor-dme,115900,-37.22499847,-59.22940063,574,AR,-4.503,BOTH,HIGH,SAZT,High
87382,Dili_VOR-DME_TL,DIL,Dili,vor-dme,113400,-8.543979645,125.5279999,10,TL,2.226,BOTH,HIGH,WPDL,High
87383,Dinard_VOR-DME_FR,DIN,Dinard,vor-dme,114300,48.58610153,-2.082329988,213,FR,-2.34,BOTH,HIGH,LFRD,High
87384,Planter_NDB_DE,DIP,Planter,ndb,327,52.47290039,13.46829987,NA,DE,2.123,LO,LOW,DE-0456,High
87385,Dirkou_VOR_NE,DIR,Dirkou,vor,113900,18.98150063,12.88049984,1289,NE,0.212,BOTH,HIGH,DRZD,High
87386,Dixon_NDB-DME_US,DIW,Dixon,ndb-dme,198,34.56850052,-77.45300293,54,US,-9.151,BOTH,HIGH,NA,High
87387,Diyarbakir_TACAN_TR,DIY,Diyarbakir,tacan,110000,37.90299988,40.192298889999996,2254,TR,4.408,BOTH,LOW,LTCC,High
87388,Djibouti_Ambouli_NDB_DJ,DJ,Djibouti/Ambouli,ndb,386,11.54730034,43.17959976,NA,DJ,1.263,BOTH,MEDIUM,HDAM,High
87389,Borg_El_Arab_NDB_EG,DJ,Borg El Arab,ndb,563,30.87669945,29.7317009,144,EG,3.174,BOTH,HIGH,HEBA,High
87390,Kazan_NDB_RU,DJ,Kazan,ndb,292,55.57830048,49.35829926,407,RU,12.035,TERMINAL,LOW,UWKD,High
87391,Danang_NDB_VN,DJ,Danang,ndb,212,15.9776001,108.2070007,NA,VN,-0.478,BOTH,MEDIUM,VVDN,High
87392,Djanet_VOR-DME_DZ,DJA,Djanet,vor-dme,114100,24.28779984,9.45333004,3176,DZ,0.205,BOTH,HIGH,DAAJ,High
87393,Djanet_NDB_DZ,DJA,Djanet,ndb,274,24.2866993,9.454910278,3176,DZ,0.206,BOTH,MEDIUM,DAAJ,High
87394,Dryer_VOR-DME_US,DJB,Dryer,vor-dme,113600,41.35810089,-82.16200256,780,US,-7.344,BOTH,HIGH,NA,High
430639,Wangjiachuan_VOR-DME_CN,DJC,Wangjiachuan,vor-dme,115200,36.770278,103.443056,NA,CN,NA,TERMINAL,MEDIUM,ZLLL,High
87395,Canton_NDB_US,DJD,Canton,ndb,415,34.25239944,-84.48760223,1100,US,-4.068,TERMINAL,LOW,NA,High
87396,Dijon_VOR-DME_FR,DJL,Dijon,vor-dme,111450,47.27080154,5.097330093,726,FR,-0.059,BOTH,HIGH,LFSD,High
87397,Delta_Junction_NDB_US,DJN,Delta Junction,ndb,347,64.02349854,-145.6869965,NA,US,22.572,LO,MEDIUM,PABI,High
87398,Glotayevo_NDB_RU,DK,Glotayevo,ndb,102,55.1617012,37.80170059,NA,RU,9.276,BOTH,HIGH,NA,High
87399,Saratov_NDB_RU,DK,Saratov,ndb,427,51.54330063,46.09830093,NA,RU,9.279,TERMINAL,HIGH,UWSS,High
87400,Dokuchaievs_K_NDB_UA,DK,Dokuchaievs K,ndb,120,47.79320145,37.63010025,NA,UA,6.502,TERMINAL,HIGH,NA,High
87401,Dhekelia_NDB_CY,DKA,Dhekelia,ndb,343,34.98220062,33.73279953,NA,CY,3.572,TERMINAL,MEDIUM,NA,High
87402,Kenan_NDB_US,DKA,Kenan,ndb,332,35.07229996,-77.91889954,118,US,-9.036,TERMINAL,LOW,NA,High
87403,Dakhla_NDB_EH,DKA,Dakhla,ndb,221,23.70470047,-15.93280029,NA,EH,-6.444,BOTH,HIGH,GMMH,High
87404,Dinkelsbuhl_VORTAC_DE,DKB,Dinkelsbuhl,vortac,117800,49.14279938,10.23830032,1790,DE,1.165,BOTH,HIGH,EDND,High
87405,De_Kalb_NDB_US,DKB,De Kalb,ndb,209,41.93399811,-88.70729828,909,US,-2.119,TERMINAL,LOW,NA,High
87406,Don_Scott_NDB_US,DKG,Don Scott,ndb,348,40.08039856,-83.07879639,NA,US,-6.292,TERMINAL,LOW,KOSU,High
87407,Dakhla_VOR-DME_EH,DKH,Dakhla,vor-dme,115800,23.7397995,-15.92630005,43,EH,-6.441,BOTH,HIGH,GMMH,High
87408,Jakarta_VOR-DME_ID,DKI,Jakarta,vor-dme,114600,-5.961190224,107.0360031,-1,ID,0.466,BOTH,HIGH,WIII,High
87409,Dunkirk_DME_US,DKK,Dunkirk,dme,116200,42.4904,-79.274103,680,US,-10.1,BOTH,HIGH,NA,High
87410,Dengkou_VOR-DME_CN,DKO,Dengkou,vor-dme,113500,40.31499863,107,3335,CN,-3.217,BOTH,HIGH,NA,High
87411,Dunker_VOR_SE,DKR,Dunker,vor,116800,59.2071991,17.01210022,NA,SE,3.491,RNAV,HIGH,NA,High
87412,Arlanda_NDB_SE,DL,Arlanda,ndb,360,59.70859909,17.98069954,NA,SE,4.158,TERMINAL,LOW,ESSA,High
87413,Pykla_NDB_US,DL,Pykla,ndb,379,46.84569931,-92.35500336,NA,US,0.07,LO,LOW,KDLH,High
87414,Dalat_NDB_VN,DL,Dalat,ndb,330,11.75,108.3249969,NA,VN,-0.193,BOTH,MEDIUM,NA,High
87415,Douala_VOR-DME_CM,DLA,Douala,vor-dme,112900,3.993920088,9.743470192,39,CM,-2.33,BOTH,HIGH,FKKD,High
87416,Dalian_VOR-DME_CN,DLC,Dalian,vor-dme,112300,38.95999908,121.5130005,141,CN,-7.209,BOTH,HIGH,ZYTL,High
87417,Dillon_NDB_US,DLC,Dillon,ndb,274,34.45009995,-79.3687973,122,US,-7.543,TERMINAL,LOW,NA,High
87418,Leine_VOR-DME_DE,DLE,Leine,vor-dme,115200,52.25030136,9.883500099,398,DE,1.058,BOTH,HIGH,NA,High
87419,Laughlin_VORTAC_US,DLF,Laughlin,vortac,114400,29.36090088,-100.7720032,1071,US,6.461,LO,HIGH,KDLF,High
87420,Dillingham_VOR-DME_US,DLG,Dillingham,vor-dme,116400,58.99420166,-158.552002,119,US,16.013,BOTH,HIGH,PADL,High
87421,Duluth_VORTAC_US,DLH,Duluth,vortac,112600,46.80220032,-92.20290375,1430,US,-0.011,BOTH,HIGH,KDLH,High
87422,Dells_VORTAC_US,DLL,Dells,vortac,117000,43.55089951,-89.76360321,1020,US,-1.36,BOTH,HIGH,NA,High
87423,Deelen_TACAN_NL,DLN,Deelen,tacan,112200,52.05720139,5.872779846,158,NL,-0.126,BOTH,HIGH,EHDL,High
87424,Dillon_VOR-DME_US,DLN,Dillon,vor-dme,113000,45.24860001,-112.5469971,5260,US,14.027,BOTH,HIGH,NA,High
87425,Deniliquin_NDB_AU,DLQ,Deniliquin,ndb,392,-35.55199814,144.9519958,305,AU,10.545,BOTH,MEDIUM,YDLQ,High
87426,Lubars_NDB_DE,DLS,Lubars,ndb,414,52.61389923,13.36359978,NA,DE,2.106,LO,MEDIUM,NA,High
87427,Delaware_NDB_US,DLZ,Delaware,ndb,215,40.27700043,-83.103302,940,US,-6.311,TERMINAL,LOW,NA,High
87428,Zedang_NDB_CN,DM,Zedang,ndb,435,29.25830078,91.76499939,13000,CN,-0.09,BOTH,MEDIUM,NA,High
87429,Debre_Marcos_NDB_ET,DM,Debre Marcos,ndb,235,10.25,37.66669846,NA,ET,1.533,BOTH,MEDIUM,NA,High
87430,Dumai_NDB_ID,DM,Dumai,ndb,343,1.643890023,101.4570007,54,ID,-0.056,BOTH,MEDIUM,WIBD,High
87431,Domodedovo_NDB_RU,DM,Domodedovo,ndb,659,55.4516983,37.8382988,NA,RU,9.354,TERMINAL,MEDIUM,UUDD,High
87432,Salekhard_NDB_RU,DM,Salekhard,ndb,315,66.61170197,66.70500183,NA,RU,22.426,TERMINAL,HIGH,USDD,High
87433,Dar_Es_Salaam_NDB_TZ,DM,Dar Es Salaam,ndb,273,-6.82269001,39.2582016,NA,TZ,-2.193,LO,MEDIUM,HTDA,High
87434,Dmytrivka_NDB_UA,DM,Dmytrivka,ndb,690,45.47809982,35.05339813,NA,UA,5.517,LO,MEDIUM,NA,High
87435,Spenc_NDB_US,DM,Spenc,ndb,223,42.22000122,-83.20330048,NA,US,-6.58,TERMINAL,LOW,KDTW,High
87436,Davis_Monthan_TACAN_US,DMA,Davis Monthan,tacan,117600,32.15990067,-110.8809967,2663,US,10.572,BOTH,MEDIUM,KDMA,High
87437,Dimmit_County_NDB_US,DMD,Dimmit County,ndb,343,28.5223999,-99.82730103,612,US,6.176,TERMINAL,LOW,NA,High
87438,Deming_VORTAC_US,DMN,Deming,vortac,108600,32.27560043,-107.6050034,4210,US,9.528,BOTH,MEDIUM,KDMN,High
87439,Munchen_DME_DE,DMN,Munchen,dme,116000,48.3669014,11.79399967,1463,DE,1.418,TERMINAL,LOW,EDDM,High
87440,Sedalia_NDB_US,DMO,Sedalia,ndb,281,38.70439911,-93.1765976,880,US,1.541,TERMINAL,LOW,NA,High
87441,Dimapur_VOR-DME_IN,DMR,Dimapur,vor-dme,114500,25.88080025,93.78160095,472,IN,-0.297,BOTH,HIGH,VEMR,High
87442,Munchen_DME_DE,DMS,Munchen,dme,108600,48.34069824,11.77820015,1495,DE,1.416,TERMINAL,LOW,EDDM,High
87443,Damazin_NDB_SD,DMZ,Damazin,ndb,343,11.79090023,34.34009933,NA,SD,2.086,BOTH,LOW,HSDZ,High
87444,Dickson_NDB_US,DMZ,Dickson,ndb,203,36.12739944,-87.43240356,852,US,-2.12,TERMINAL,LOW,NA,High
87445,Darwin_VOR-DME_AU,DN,Darwin,vor-dme,112600,-12.42310047,130.9060059,127,AU,3.276,BOTH,HIGH,YPDN,High
87446,Darwin_NDB_AU,DN,Darwin,ndb,344,-12.4314003,130.9609985,105,AU,3.282,BOTH,HIGH,YPDN,High
87447,Dauphin_NDB_CA,DN,Dauphin,ndb,224,51.09809875,-100.0619965,999,CA,6.489,BOTH,MEDIUM,CYDN,High
87448,Sainshand_NDB_MN,DN,Sainshand,ndb,380,44.90409851,110.1259995,3000,MN,-5.064,BOTH,HIGH,ZMSH,High
87449,Durban_NDB_ZA,DN,Durban,ndb,210,-29.91080093,31.00029945,NA,ZA,-23.587,BOTH,MEDIUM,NA,High
87450,Donetsk_NDB_UA,DN,Donetsk,ndb,390,48.07339859,37.66640091,NA,UA,6.556,TERMINAL,MEDIUM,NA,High
87451,Julip_NDB_US,DN,Julip,ndb,332,40.28950119,-87.52970123,NA,US,-2.522,TERMINAL,LOW,NA,High
