id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,magnetic_variation_deg,usage_type,power,associated_airport,power_category
85050,Williams_Harbour_NDB_CA,1A,Williams Harbour,ndb,373,52.55889893,-55.78219986,70,CA,-23.072,LO,MEDIUM,CCA6,High
85051,Sable_Island_NDB_CA,1B,Sable Island,ndb,277,43.93059921,-60.02289963,NA,CA,-19.1,LO,MEDIUM,NA,High
85052,Nanaimo_DME_CA,1CD,Nanaimo,dme,111450,49.05720139,-123.8720016,83,CA,18.282,LO,LOW,CYCD,High
85053,Charlottetown_NDB_CA,1D,Charlottetown,ndb,346,52.77500153,-56.12400055,209,CA,-23.163,LO,LOW,CCH4,High
85054,Black_Tickle_NDB_CA,1E,Black Tickle,ndb,349,53.46670151,-55.78739929,NA,CA,-23.398,LO,LOW,CCE4,High
85055,Manta_NDB_CA,1F,Manta,ndb,363,47.63059998,-65.74469757,193,CA,-19.367,LO,MEDIUM,CZBF,High
85056,Zama_Lake_NDB_CA,1K,Zama Lake,ndb,227,59.02330017,-118.8430023,NA,CA,21.275,LO,MEDIUM,CFT9,High
85057,North_Of_Sixty_NDB_CA,1S,North Of Sixty,ndb,350,60.31890106,-103.1289978,NA,CA,9.589,LO,LOW,CKV4,High
85058,Lloydminster_DME_CA,1T,Lloydminster,dme,110700,53.31330109,-110.0800018,2210,CA,14.486,BOTH,LOW,CYLL,High
85059,Masset_NDB_CA,1U,Masset,ndb,278,54.03170013,-132.1269989,25,CA,21.073,LO,MEDIUM,CZMT,High
85060,Sandy_Bay_NDB_CA,1W,Sandy Bay,ndb,412,55.54330063,-102.276001,1000,CA,8.555,LO,MEDIUM,CJY4,High
85061,South_Indian_Lake_NDB_CA,2A,South Indian Lake,ndb,300,56.79389954,-98.90429688,974,CA,5.097,LO,LOW,CZSN,High
85062,Springdale_NDB_CA,2B,Springdale,ndb,364,49.49000168,-56.18470001,250,CA,-21.312,LO,MEDIUM,CCD2,High
85063,Bathurst_DME_CA,2F,Bathurst,dme,114400,47.63140106,-65.74440002,191,CA,-19.367,BOTH,LOW,CZBF,High
85064,Lebel-sur-Quevillon_NDB_CA,2H,Lebel-sur-Quevillon,ndb,261,49.03720093,-77.02079773,NA,CA,-14.363,BOTH,LOW,CSH4,High
85065,Grand_Forks_NDB-DME_CA,2J,Grand Forks,ndb-dme,250,49.01750183,-118.4240036,1720,CA,17.114,LO,LOW,CZGF,High
85066,Camrose_NDB_CA,2K,Camrose,ndb,405,53.03219986,-112.8130035,2426,CA,16.163,LO,MEDIUM,CEQ3,High
85067,Camrose_DME_CA,2K,Camrose,dme,108200,53.03279877,-112.814003,2449,CA,16.163,LO,LOW,CEQ3,High
85068,Opapimiskan_Lake_NDB_CA,2M,Opapimiskan Lake,ndb,393,52.60309982,-90.37439728,934,CA,-3.318,LO,MEDIUM,CKM8,High
85069,Mont-Laurier_NDB_CA,2Q,Mont-Laurier,ndb,373,46.60250092,-75.47059631,NA,CA,-14.31,LO,LOW,CSD4,High
85070,High_Prairie_NDB-DME_CA,2S,High Prairie,ndb-dme,406,55.39559937,-116.4840012,2005,CA,18.511,BOTH,LOW,CZHP,High
85071,Pokemouche_NDB_CA,2T,Pokemouche,ndb,329,47.71500015,-64.88580322,68,CA,-19.527,LO,MEDIUM,CDA4,High
85072,Mackenzie_Bc_NDB-DME_CA,2U,Mackenzie Bc,ndb-dme,284,55.30360031,-123.137001,2303,CA,20.519,LO,LOW,CYZY,High
85073,Diavik_NDB_CA,2Z,Diavik,ndb,382,64.51000214,-110.3069992,NA,CA,18.473,LO,LOW,CDK2,High
85074,Diavik_DME_CA,2Z,Diavik,dme,111250,64.50830078,-110.3069992,1413,CA,18.471,LO,LOW,CDK2,High
85076,Cumberland_House_NDB_CA,3D,Cumberland House,ndb,398,53.9571991,-102.2969971,877,CA,8.534,LO,MEDIUM,CJT4,High
85077,Ile-A-La-Crosse_NDB_CA,3F,Ile-A-La-Crosse,ndb,384,55.48389816,-107.9309998,1394,CA,13.529,LO,MEDIUM,CJF3,High
85078,Consort_NDB_CA,3H,Consort,ndb,276,52.02280045,-110.7460022,2499,CA,14.515,LO,MEDIUM,CFG3,High
85079,Mobil_Sierra_NDB_CA,3I,Mobil Sierra,ndb,397,58.7983017,-121.3450012,NA,CA,22.088,LO,MEDIUM,NA,High
85080,Drayton_Valley_Industrial_NDB-DME_CA,3M,Drayton Valley Industrial,ndb-dme,385,53.26639938,-114.9550018,2785,CA,17.225,LO,LOW,CER3,High
85081,Weyburn_NDB_CA,3N,Weyburn,ndb,298,49.69639969,-103.8040009,1963,CA,9.496,LO,MEDIUM,CJE3,High
85082,Muddy_Lake_NDB_CA,3P,Muddy Lake,ndb,242,58.23690033,-132.1959991,NA,CA,23.014,LO,MEDIUM,NA,High
85083,Postville_NDB_CA,3R,Postville,ndb,366,54.90750122,-59.7969017,193,CA,-24.449,LO,MEDIUM,CCD4,High
85085,Cluff_Lake_NDB_CA,3X,Cluff Lake,ndb,243,58.36029816,-109.5250015,NA,CA,15.534,LO,MEDIUM,CJS3,High
85086,Donnelly_NDB-DME_CA,3Y,Donnelly,ndb-dme,234,55.71060181,-117.0999985,1949,CA,19.141,LO,LOW,CFM4,High
85087,Russell_NDB_CA,3Z,Russell,ndb,263,50.7641983,-101.2959976,1825,CA,7.542,LO,LOW,CJW5,High
85088,Taber_NDB-DME_CA,3Z,Taber,ndb-dme,388,49.82580185,-112.1780014,2648,CA,15.013,LO,LOW,CED5,High
85089,Koala_NDB-DME_CA,4A,Koala,ndb-dme,350,64.69809723,-110.6090012,1540,CA,19.093,TERMINAL,MEDIUM,CYOA,High
85090,Little_Grand_Rapids_NDB_CA,4B,Little Grand Rapids,ndb,280,52.0442009,-95.4618988,1005,CA,2.118,LO,MEDIUM,CZGR,High
85091,Helmet_NDB_CA,4D,Helmet,ndb,364,59.42139816,-120.7890015,2025,CA,22.188,LO,MEDIUM,CBH2,High
85092,Cross_Lake_NDB_CA,4G,Cross Lake,ndb,353,54.6108017,-97.7664032,709,CA,4.14,LO,MEDIUM,CYCR,High
85093,Points_North_Landing_NDB_CA,4H,Points North Landing,ndb,368,58.26919937,-104.0800018,1620,CA,10.553,LO,MEDIUM,CYNL,High
85094,Knee_Lake_NDB_CA,4J,Knee Lake,ndb,314,54.88330078,-94.80000305,NA,CA,0.468,LO,LOW,CJT3,High
85095,St_Theresa_Point_NDB_CA,4K,St Theresa Point,ndb,362,53.84500122,-94.84940338,773,CA,1.074,LO,LOW,CYST,High
85096,Chatham_NDB_CA,4L,Chatham,ndb,236,42.31230164,-82.07769775,650,CA,-7.553,LO,LOW,CYCK,High
85097,Red_Sucker_Lake_NDB_CA,4M,Red Sucker Lake,ndb,399,54.16889954,-93.5632019,729,CA,-0.269,LO,LOW,CYRS,High
85098,Oxford_House_NDB_CA,4N,Oxford House,ndb,386,54.92860031,-95.28250122,688,CA,1.201,LO,MEDIUM,CYOH,High
85099,Swan_Hills_NDB_CA,4O,Swan Hills,ndb,251,54.67499924,-115.4240036,3473,CA,18.062,LO,MEDIUM,CEM5,High
85100,Brochet_NDB_CA,4Q,Brochet,ndb,347,57.88610077,-101.677002,1136,CA,8.181,LO,MEDIUM,CYBT,High
85101,Shamattawa_NDB_CA,4T,Shamattawa,ndb,280,55.85929871,-92.08599854,289,CA,-2.53,LO,LOW,CZTM,High
85102,Lac_Brochet_NDB_CA,4V,Lac Brochet,ndb,371,58.61830139,-101.4700012,1257,CA,7.594,LO,LOW,CZWH,High
85103,Kelsey_NDB_CA,4W,Kelsey,ndb,391,56.03749847,-96.51280212,600,CA,2.303,LO,LOW,CZEE,High
85104,Lac_Du_Bonnet_NDB_CA,4X,Lac Du Bonnet,ndb,386,50.29029846,-96.0141983,850,CA,3.03,LO,MEDIUM,CYAX,High
85105,Key_Lake_NDB_CA,4Y,Key Lake,ndb,376,57.25419998,-105.6220016,1670,CA,12.181,LO,MEDIUM,CYKJ,High
85106,Summerside_NDB_CA,5B,Summerside,ndb,254,46.39690018,-63.88169861,NA,CA,-19.313,LO,MEDIUM,CYSU,High
85107,Fox_Creek_NDB-DME_CA,5F,Fox Creek,ndb-dme,353,54.37939835,-116.7600021,2841,CA,18.332,LO,LOW,CED4,High
85108,Coronation_NDB_CA,5J,Coronation,ndb,328,52.07440186,-111.447998,2595,CA,15.158,LO,HIGH,CYCT,High
85109,Donaldson_NDB_CA,5L,Donaldson,ndb,233,61.66469955,-73.29190063,1888,CA,-27.485,BOTH,MEDIUM,CTP9,High
85110,Sparwood_NDB_CA,5M,Sparwood,ndb,200,49.83720016,-114.8840027,3800,CA,16.131,LO,MEDIUM,CYSW,High
85111,Gods_River_NDB_CA,5O,Gods River,ndb,350,54.84189987,-94.06909943,676,CA,-0.043,LO,LOW,CJT3,High
85112,Fontanges_NDB_CA,5Q,Fontanges,ndb,239,54.56000137,-71.1710968,1552,CA,-21.458,LO,LOW,CTU2,High
85113,Fort_Vermilion_NDB-DME_CA,5U,Fort Vermilion,ndb-dme,261,58.40250015,-115.9509964,836,CA,19.554,LO,LOW,CEZ4,High
85114,Drumheller_NDB-DME_CA,5V,Drumheller,ndb-dme,395,51.50249863,-112.7509995,2625,CA,15.463,LO,MEDIUM,CEG4,High
85115,Leaf_Rapids_NDB_CA,5W,Leaf Rapids,ndb,226,56.51169968,-99.98390198,959,CA,6.283,LO,MEDIUM,CYLR,High
85116,Trenton_NDB_CA,5Y,Trenton,ndb,361,45.61180115,-62.62509918,317,CA,-19.265,LO,LOW,CYTN,High
85117,Grand_Manan_NDB_CA,6E,Grand Manan,ndb,387,44.71559906,-66.80220032,238,CA,-18.017,LO,MEDIUM,CCN2,High
85118,Port_Hope_Simpson_NDB_CA,6F,Port Hope Simpson,ndb,367,52.52030182,-56.29520035,347,CA,-23.08,LO,LOW,CCP4,High
85119,Red_Deer_DME_CA,6G,Red Deer,dme,111600,52.18119812,-113.8830032,2985,CA,16.313,LO,LOW,CYQF,High
85120,Vernon_Bc_NDB_CA,6K,Vernon Bc,ndb,302,50.34999847,-119.2600021,NA,CA,17.537,LO,LOW,CYVK,High
85121,Belleville_NDB_CA,6M,Belleville,ndb,283,44.19499969,-77.3082962,320,CA,-12.149,LO,LOW,CNU4,High
85122,Cigar_Lake_NDB_CA,6Q,Cigar Lake,ndb,222,58.06969833,-104.5390015,NA,CA,11.223,LO,MEDIUM,CJW7,High
85123,York_Landing_NDB_CA,6X,York Landing,ndb,339,56.0882988,-96.09690094,609,CA,1.594,LO,MEDIUM,CZAC,High
85124,La_Loche_NDB_CA,6Z,La Loche,ndb,410,56.47829819,-109.401001,1500,CA,15.139,LO,MEDIUM,CJL4,High
85125,St_Thomas_NDB_CA,7B,St Thomas,ndb,375,42.77090073,-81.10569763,776,CA,-8.511,LO,HIGH,CYQS,High
85126,Fogo_NDB_CA,7C,Fogo,ndb,237,49.66159821,-54.24509811,97,CA,-21.274,LO,MEDIUM,CDY3,High
85127,Hudson_Bay_NDB_CA,7D,Hudson Bay,ndb,337,52.84780121,-102.1869965,NA,CA,8.448,LO,LOW,CYHB,High
85128,Collins_Bay_NDB_CA,7F,Collins Bay,ndb,400,58.22829819,-103.6829987,1340,CA,10.302,LO,MEDIUM,CYKC,High
85129,Marystown_NDB_CA,7H,Marystown,ndb,234,47.13830185,-55.32500076,96,CA,-20.262,LO,MEDIUM,CCC2,High
85130,Forestburg_NDB_CA,7J,Forestburg,ndb,261,52.57640076,-112.0859985,2352,CA,15.451,LO,LOW,CEF6,High
85131,La_Sarre_NDB_CA,7L,La Sarre,ndb,405,48.91059875,-79.17890167,1048,CA,-12.521,LO,LOW,CSR8,High
85132,Iroquois_Falls_NDB_CA,7P,Iroquois Falls,ndb,382,48.70840073,-80.73590088,NA,CA,-11.281,LO,LOW,CNE4,High
85133,Jasper-Hinton_NDB_CA,7V,Jasper-Hinton,ndb,233,53.32109833,-117.7549973,4026,CA,18.307,LO,LOW,CEC4,High
85134,Carlyle_NDB_CA,8A,Carlyle,ndb,310,49.64559937,-102.2809982,2074,CA,8.406,LO,MEDIUM,CJQ3,High
85135,Fairview_NDB-DME_CA,8C,Fairview,ndb-dme,295,56.07559967,-118.4410019,2190,CA,19.542,LO,MEDIUM,CEB5,High
85136,Debert_NDB_CA,8F,Debert,ndb,239,45.42200089,-63.45959854,142,CA,-19.124,LO,LOW,CCQ3,High
85137,Stettler_NDB-DME_CA,8G,Stettler,ndb-dme,286,52.30830002,-112.7539978,2700,CA,16.01,LO,LOW,CEJ3,High
85138,St_Paul_NDB_CA,8H,St Paul,ndb,375,53.9919014,-111.3909988,2147,CA,15.474,LO,MEDIUM,CEW3,High
85139,Provost_NDB_CA,8J,Provost,ndb,208,52.33280182,-110.2730026,2216,CA,14.4,LO,LOW,CEH6,High
85140,Provost_DME_CA,8J,Provost,dme,109000,52.33359909,-110.2730026,2216,CA,14.401,LO,LOW,CEH6,High
85141,Valleyview_NDB_CA,8K,Valleyview,ndb,229,55.03440094,-117.2890015,2450,CA,19.016,LO,LOW,CEL5,High
85142,Elk_Point_NDB-DME_CA,8M,Elk Point,ndb-dme,414,53.89030075,-110.7679977,1999,CA,15.234,LO,LOW,CEJ6,High
85143,Edson_NDB-DME_CA,8N,Edson,ndb-dme,393,53.5807991,-116.4550018,3066,CA,18.074,LO,LOW,CYET,High
85144,Hanna_NDB_CA,9A,Hanna,ndb,221,51.62779999,-111.901001,2738,CA,15.227,LO,LOW,CEL4,High
85145,Sundre_NDB_CA,9G,Sundre,ndb,405,51.77999878,-114.6829987,3656,CA,16.449,LO,MEDIUM,CFN7,High
85146,La_Grande_3_NDB_CA,9H,La Grande 3,ndb,235,53.57379913,-76.20079803,774,CA,-17.585,LO,MEDIUM,CYAD,High
85147,Amos_NDB_CA,9Q,Amos,ndb,291,48.55759811,-78.24310303,1068,CA,-13.262,LO,LOW,CYEY,High
85148,Powell_River_Bc_DME_CA,9S,Powell River Bc,dme,109300,49.83560181,-124.4990005,425,CA,18.516,BOTH,LOW,CYPW,High
85149,Brooks_NDB-DME_CA,9X,Brooks,ndb-dme,227,50.63219833,-111.9219971,2499,CA,15.068,LO,LOW,CYBP,High
85150,Pincher_Creek_NDB_CA,9Y,Pincher Creek,ndb,311,49.52330017,-113.9990005,NA,CA,15.458,BOTH,LOW,CZPC,High
85151,Westlock_NDB-DME_CA,9Z,Westlock,ndb-dme,236,54.14310074,-113.7480011,2230,CA,17.069,LO,LOW,CES4,High
85152,Baku_Bina_NDB_AZ,A,Baku/Bina,ndb,113,40.44499969,50.06330109,19,AZ,5.26,TERMINAL,LOW,NA,High
85154,Ministro_Pistarini_NDB_AR,A,Ministro Pistarini,ndb,237,-34.84159851,-58.5223999,66,AR,-6.499,TERMINAL,LOW,NA,High
85155,Reconquista_NDB_AR,A,Reconquista,ndb,242,-29.21100044,-59.70759964,NA,AR,-8.35,TERMINAL,LOW,NA,High
85156,Tartagal_NDB_AR,A,Tartagal,ndb,415,-22.6359005,-63.79570007,1473,AR,-7.328,TERMINAL,LOW,NA,High
85157,Habana_NDB_CU,A,Habana,ndb,339,22.97380066,-82.43219757,233,CU,-3.315,TERMINAL,MEDIUM,NA,High
85158,Almaza_NDB_EG,A,Almaza,ndb,490,30.0739994,31.3593998,NA,EG,3.203,TERMINAL,MEDIUM,HEAZ,High
85159,Budapest_NDB_HU,A,Budapest,ndb,343,47.45500183,19.21050072,NA,HU,3.234,TERMINAL,LOW,NA,High
85160,Opera_NDB_HU,A,Opera,ndb,422,47.1067009,20.22669983,322,HU,3.342,TERMINAL,LOW,LHSN,High
85161,Almaty_NDB_KZ,A,Almaty,ndb,763,43.36859894,77.07389832,NA,KZ,4.452,BOTH,MEDIUM,NA,High
85162,Baneasa_East_NDB_RO,A,Baneasa East,ndb,434,44.51029968,26.13689995,NA,RO,4.204,BOTH,HIGH,NA,High
85163,Sheremetyevo_NDB_RU,A,Sheremetyevo,ndb,338,55.97999954,37.46170044,NA,RU,9.43,TERMINAL,LOW,UUEE,High
85164,Kharkiv_NDB_UA,A,Kharkiv,ndb,678,49.92430115,36.31969833,NA,UA,7.162,BOTH,HIGH,UKHH,High
85165,Zaporizhzhia_NDB_UA,A,Zaporizhzhia,ndb,608,47.84700012,35.30279922,NA,UA,6.296,TERMINAL,LOW,NA,High
85166,Taltheilei_Narrows_NDB_CA,A1,Taltheilei Narrows,ndb,264,62.59469986,-111.5189972,570,CA,19.032,LO,MEDIUM,CFA7,High
85167,Chinchaga_NDB_CA,A5,Chinchaga,ndb,317,57.54499817,-119.1110001,2280,CA,20.491,LO,LOW,CED2,High
85168,Liverpool_NDB_CA,A9,Liverpool,ndb,330,44.22700119,-64.85849762,314,CA,-18.25,LO,LOW,CYAU,High
85169,Auckland_VOR-DME_NZ,AA,Auckland,vor-dme,114800,-37.00460052,174.8139954,13,NZ,19.282,BOTH,HIGH,NZAA,High
85170,Anaa_NDB_PF,AA,Anaa,ndb,333,-17.35560036,-145.4819946,NA,PF,12.445,TERMINAL,MEDIUM,NTGA,High
85171,Accra_NDB_GH,AA,Accra,ndb,409,5.676169872,-0.138033003,NA,GH,-4.416,TERMINAL,MEDIUM,DGAA,High
85172,Aasiaat_NDB_GL,AA,Aasiaat,ndb,336,68.72319794,-52.78480148,NA,GL,-36.533,LO,LOW,BGAA,High
85173,Atambua_NDB_ID,AA,Atambua,ndb,300,-9.074440002,124.9049988,1434,ID,2.218,BOTH,MEDIUM,NA,High
85174,Aliabad_NDB_IR,AA,Aliabad,ndb,397,35.63370132,51.4178009,3603,IR,4.015,BOTH,LOW,NA,High
85175,Abemama_NDB_KI,AA,Abemama,ndb,396,0.5,173.8500061,108,KI,9.26,BOTH,LOW,NGTB,High
85176,Aioun_El_Atrouss_NDB_MR,AA,Aioun El Atrouss,ndb,310,16.69210052,-9.600379944,NA,MR,-5.157,BOTH,LOW,GQNA,High
85177,Madrid_NDB_ES,AA,Madrid,ndb,355,40.44820023,-3.538810015,NA,ES,-2.13,TERMINAL,LOW,NA,High
85178,Kenie_NDB_US,AA,Kenie,ndb,365,47.00930023,-96.81520081,887,US,4.089,TERMINAL,MEDIUM,KFAR,High
85179,Cedar_NDB_US,AA,Cedar,ndb,341,33.53300095,-82.61440277,517,US,-5.217,TERMINAL,LOW,NA,High
85180,Abraham_NDB_US,AAA,Abraham,ndb,329,40.16009903,-89.33779907,593,US,-1.206,TERMINAL,LOW,NA,High
85181,Ahmedabad_VOR-DME_IN,AAE,Ahmedabad,vor-dme,113100,23.07220078,72.625,184,IN,-0.099,BOTH,HIGH,VAAH,High
85182,Apalachicola_NDB_US,AAF,Apalachicola,ndb,349,29.72330093,-85.02809906,19,US,-2.557,TERMINAL,LOW,NA,High
85183,Aalborg_TACAN_DK,AAL,Aalborg,tacan,116700,57.10390091,9.992810249,57,DK,0.598,BOTH,HIGH,EKYT,High
85184,Aalborg_VOR-DME_DK,AAL,Aalborg,vor-dme,116700,57.10369873,9.99557972,57,DK,0.589,RNAV,HIGH,EKYT,High
85185,Araraquara_NDB_BR,AAQ,Araraquara,ndb,205,-21.81299973,-48.13949966,2514,BR,-19.255,BOTH,MEDIUM,SBAQ,High
85186,Arar_VORTAC_SA,AAR,Arar,vortac,113300,30.90800095,41.14220047,1811,SA,3.355,BOTH,HIGH,OERR,High
85187,Amritsar_VOR-DME_IN,AAR,Amritsar,vor-dme,115500,31.70689964,74.80079651,752,IN,1.28,BOTH,HIGH,VIAR,High
85188,Agartala_VOR-DME_IN,AAT,Agartala,vor-dme,116100,23.88960075,91.23970032,47,IN,-0.302,BOTH,HIGH,VEAT,High
85189,Aurangabad_VOR-DME_IN,AAU,Aurangabad,vor-dme,116300,19.86470032,75.39409637,1908,IN,-0.464,BOTH,HIGH,VAAU,High
85190,Ashland_NDB_US,AAU,Ashland,ndb,329,40.9632988,-82.25340271,1256,US,-7.232,TERMINAL,LOW,NA,High
85191,Addis_Abeba_NDB_ET,AB,Addis Abeba,ndb,333,8.997369766,38.82020187,NA,ET,1.393,BOTH,MEDIUM,HAAB,High
85192,Akraberg_NDB_FO,AB,Akraberg,ndb,381,61.39530182,-6.681109905,NA,FO,-7.299,BOTH,HIGH,NA,High
85193,Atbasar_NDB_KZ,AB,Atbasar,ndb,420,51.88330078,68.40000153,NA,KZ,10.155,BOTH,MEDIUM,NA,High
85194,Podkamennaya_Tunguska_NDB_RU,AB,Podkamennaya Tunguska,ndb,342,61.59170151,89.9417038,NA,RU,9.088,TERMINAL,HIGH,NA,High
85195,Abakan_NDB_RU,AB,Abakan,ndb,360,53.69829941,91.34999847,NA,RU,4.193,TERMINAL,HIGH,UNAA,High
85196,Abqaiq_NDB_SA,AB,Abqaiq,ndb,290,25.89999962,49.58330154,229,SA,2.157,BOTH,LOW,OEBQ,High
85197,Alexander_Bay_NDB_ZA,AB,Alexander Bay,ndb,318,-28.6189003,16.47999954,NA,ZA,-19.212,BOTH,MEDIUM,FAAB,High
85198,Putny_NDB_US,AB,Putny,ndb,227,31.45610046,-84.27619934,NA,US,-3.456,TERMINAL,LOW,KABY,High
85199,Tomhi_NDB_US,AB,Tomhi,ndb,353,32.2989006,-99.67420197,1950,US,6.183,TERMINAL,LOW,KABI,High
85200,Reney_NDB_US,AB,Reney,ndb,203,45.38600159,-98.32839966,NA,US,5.298,TERMINAL,LOW,KABR,High
85201,Leehi_NDB_US,AB,Leehi,ndb,400,40.58580017,-75.54959869,NA,US,-12.112,TERMINAL,LOW,KABE,High
85202,Aruba_VOR-DME_AW,ABA,Aruba,vor-dme,112500,12.50979996,-69.94069672,59,AW,-9.37,BOTH,HIGH,TNCA,High
85203,Albany_NDB-DME_AU,ABA,Albany,ndb-dme,240,-34.95220184,117.810997,243,AU,-2.034,BOTH,MEDIUM,YABA,High
85204,Nabb_VORTAC_US,ABB,Nabb,vortac,112400,38.58879852,-85.63600159,710,US,-4.045,LO,MEDIUM,NA,High
85205,Abbeville_VOR-DME_FR,ABB,Abbeville,vor-dme,108450,50.13510132,1.854689956,223,FR,-1.232,BOTH,HIGH,LFOI,High
85206,Abuja_VOR-DME_NG,ABC,Abuja,vor-dme,116300,9.037799835,7.285099983,1240,NG,-2.022,BOTH,MEDIUM,DNAA,High
85207,Abadan_VOR-DME_IR,ABD,Abadan,vor-dme,114500,30.38699913,48.21760178,10,IR,3.069,BOTH,HIGH,OIAA,High
85208,Abyad_NDB_SY,ABD,Abyad,ndb,264,33.33530045,36.42819977,NA,SY,3.53,BOTH,HIGH,OSDI,High
85209,Ambassador_NDB_US,ABG,Ambassador,ndb,404,32.58539963,-95.11299896,420,US,3.377,TERMINAL,LOW,1TX9,High
85210,Abha_VORTAC_SA,ABH,Abha,vortac,112900,18.24189949,42.6568985,6862,SA,2.111,BOTH,HIGH,OEAB,High
85211,Abilene_VORTAC_US,ABI,Abilene,vortac,113700,32.48130035,-99.8635025,1810,US,6.246,BOTH,HIGH,KDYS,High
85212,Djibouti_Ambouli_TACAN_DJ,ABI,Djibouti/Ambouli,tacan,114600,11.54950047,43.15459824,49,DJ,1.265,BOTH,HIGH,HDAM,High
85213,Abakan_VOR-DME_RU,ABK,Abakan,vor-dme,113300,53.74499893,91.38500214,830,RU,4.192,BOTH,HIGH,UNAA,High
85214,Ambalema_NDB_CO,ABL,Ambalema,ndb,300,4.783889771,-74.76750183,NA,CO,-5.11,BOTH,MEDIUM,NA,High
85215,Abumusa_Island_NDB_IR,ABM,Abumusa Island,ndb,285,25.87779999,55.02289963,23,IR,1.384,BOTH,LOW,OIBA,High
85216,Albenga_NDB_IT,ABN,Albenga,ndb,420,44.05580139,8.221110344,NA,IT,0.515,BOTH,LOW,LIMG,High
85217,Albuquerque_VORTAC_US,ABQ,Albuquerque,vortac,113200,35.04380035,-106.8160019,5743,US,9.551,BOTH,HIGH,NA,High
85218,Aberdeen_VOR-DME_US,ABR,Aberdeen,vor-dme,113000,45.41740036,-98.36869812,1301,US,5.316,BOTH,HIGH,NA,High
85219,Albacete_NDB_ES,ABT,Albacete,ndb,321,38.94409943,-1.997670054,NA,ES,-1.399,LO,MEDIUM,LEAB,High
85220,Abu_Argub_VOR-DME_LY,ABU,Abu Argub,vor-dme,115100,32.46279907,13.16940022,470,LY,1.291,BOTH,HIGH,HLLT,High
85221,Altenburg_NDB_DE,ABU,Altenburg,ndb,330,50.99380112,12.52099991,581,DE,1.561,TERMINAL,LOW,EDAC,High
85222,Alexander_Bay_VOR-DME_ZA,ABV,Alexander Bay,vor-dme,112100,-28.57069969,16.53389931,98,ZA,-19.183,BOTH,HIGH,FAAB,High
85223,Pleasant_Lake_NDB_CA,AC,Pleasant Lake,ndb,230,43.86090088,-66.04360199,141,CA,-17.566,LO,LOW,CYQI,High
85224,Coffi_NDB_US,AC,Coffi,ndb,358,31.69400024,-97.20379639,NA,US,4.551,TERMINAL,MEDIUM,KACT,High
85225,Waivs_NDB_US,AC,Waivs,ndb,248,41.31110001,-69.98670197,NA,US,-15.315,TERMINAL,LOW,KACK,High
85226,Anloc_NDB_VN,AC,Anloc,ndb,320,10.9392004,107.1880035,NA,VN,-0.138,BOTH,MEDIUM,NA,High
85227,Acapulco_VOR-DME_MX,ACA,Acapulco,vor-dme,115900,16.75849915,-99.7539978,13,MX,6.192,BOTH,HIGH,MMAA,High
85228,Accra_VOR-DME_GH,ACC,Accra,vor-dme,113100,5.634109974,-0.155343994,205,GH,-4.426,BOTH,HIGH,DGAA,High
85229,Alcobendas_NDB_ES,ACD,Alcobendas,ndb,417,40.58570099,-3.676510096,NA,ES,-2.162,LO,LOW,LEMD,High
85230,Kachemak_NDB_US,ACE,Kachemak,ndb,277,59.6413002,-151.5,78,US,19.119,LO,MEDIUM,PAHO,High
85231,Anton_Chico_VORTAC_US,ACH,Anton Chico,vortac,117800,35.11169815,-105.0400009,5450,US,9.091,BOTH,HIGH,NM76,High
85232,Aracaju_VOR-DME_BR,ACJ,Aracaju,vor-dme,112000,-10.98400021,-37.07139969,26,BR,-22.589,BOTH,HIGH,SBAR,High
85233,Aracaju_NDB_BR,ACJ,Aracaju,ndb,355,-10.98810005,-37.07369995,26,BR,-22.589,BOTH,MEDIUM,SBAR,High
85234,Nantucket_VOR-DME_US,ACK,Nantucket,vor-dme,116200,41.28179932,-70.02670288,100,US,-15.298,BOTH,HIGH,KACK,High
85235,Akron_VOR-DME_US,ACO,Akron,vor-dme,114400,41.10789871,-81.20149994,1200,US,-8.159,LO,MEDIUM,NA,High
85236,Atico_NDB_PE,ACO,Atico,ndb,202,-16.24360085,-73.57859802,NA,PE,-1.193,BOTH,MEDIUM,NA,High
85237,Waseca_NDB_US,ACQ,Waseca,ndb,371,44.07020187,-93.55239868,1120,US,1.379,TERMINAL,LOW,NA,High
85238,Waco_VORTAC_US,ACT,Waco,vortac,115300,31.66230011,-97.26899719,510,US,4.574,BOTH,HIGH,NA,High
85239,Arcata_VOR-DME_US,ACV,Arcata,vor-dme,110200,40.98139954,-124.1080017,193,US,15.535,LO,LOW,KACV,High
85240,Atlantic_City_VORTAC_US,ACY,Atlantic City,vortac,108600,39.45589828,-74.57630157,70,US,-12.268,LO,MEDIUM,KACY,High
85241,Pendy_NDB_US,ACZ,Pendy,ndb,379,34.71630096,-78.00360107,30,US,-8.549,TERMINAL,LOW,NA,High
85242,Adelaide_VOR-DME_AU,AD,Adelaide,vor-dme,116400,-34.94689941,138.5240021,32,AU,8.07,BOTH,HIGH,YPAD,High
85243,Abidjan_VOR-DME_CI,AD,Abidjan,vor-dme,114300,5.282810211,-3.917000055,30,CI,-6.003,BOTH,HIGH,DIAP,High
85244,Bateen_NDB_AE,AD,Bateen,ndb,392,24.42760086,54.45589828,NA,AE,1.274,BOTH,HIGH,OMAD,High
