id.x,filename,ident,name.x,type.x,frequency_khz,latitude_deg.x,longitude_deg.x,elevation_ft.x,iso_country.x,magnetic_variation_deg,usage_type,power,associated_airport,power_category,id.y,type.y,name.y,latitude_deg.y,longitude_deg.y,elevation_ft.y,continent,iso_country.y,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,x16,x17,x18,airport_type,airport_size,latitude,longitude,distance_from_dc,is_critical_navaid
91799,Nyngan_NDB_AU,NYN,Nyngan,ndb,404,-31.55220032,147.1950073,NA,AU,10.334,BOTH,LOW,YNYN,High,27091,small_airport,Nyngan Airport,-31.550645,147.202973,569,OC,AU,AU-NSW,NA,no,YNYN,NYN,NA,NA,NA,NA,small_airport,Small,-31.55220032,147.1950073,235.04143325135212,FALSE
91800,Nyiregyhaza_VOR_HU,NYR,Nyiregyhaza,vor,116100,47.99119949,21.69260025,338,HU,3.591,BOTH,MEDIUM,LHNY,High,4300,small_airport,Nyíregyháza Airfield,47.983898,21.692301,338,EU,HU,HU-SZ,Nyíregyháza,no,LHNY,NA,NA,NA,NA,NA,small_airport,Small,47.99119949,21.69260025,99.14652422727218,FALSE
91801,Nadzab_VOR-DME_PG,NZ,Nadzab,vor-dme,113900,-6.568329811,146.7089996,267,PG,5.515,BOTH,HIGH,AYNZ,High,66,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,NA,NA,NA,NA,medium_airport,Other,-6.568329811,146.7089996,228.32050148728305,FALSE
91802,Nzerekore_NDB_GN,NZ,Nzerekore,ndb,382,7.819349766,-8.7084598540000009,NA,GN,-6.568,LO,LOW,GUNZ,High,32069,small_airport,Nzérékoré Airport,7.810413,-8.702073,1657,AF,GN,GN-N,Nzérékoré,no,GUNZ,NZE,NA,NA,NA,NA,small_airport,Small,7.819349766,-8.7084598540000009,75.06817011861365,FALSE
91803,Banda_Aceh_NDB_ID,NZ,Banda Aceh,ndb,330,5.512320042,95.41940308,65,ID,-0.597,BOTH,MEDIUM,WITT,High,26862,medium_airport,Sultan Iskandar Muda International Airport,5.522872024,95.42063713,65,AS,ID,ID-AC,Banda Aceh,yes,WITT,BTJ,NA,NA,NA,NA,medium_airport,Other,5.512320042,95.41940308,175.65988295404858,FALSE
91804,Nadzab_NDB_PG,NZ,Nadzab,ndb,162,-6.570000172,146.7079926,NA,PG,5.515,TERMINAL,MEDIUM,AYNZ,High,66,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,NA,NA,NA,NA,medium_airport,Other,-6.570000172,146.7079926,228.3198473634513,FALSE
91805,Nizhnevartovsk_NDB_RU,NZ,Nizhnevartovsk,ndb,450,60.98500061,76.55329895,NA,RU,15.241,TERMINAL,MEDIUM,USNN,High,26374,medium_airport,Nizhnevartovsk Airport,60.949299,76.483597,177,AS,RU,RU-KHM,Nizhnevartovsk,yes,USNN,NJC,NA,NA,NA,NA,medium_airport,Other,60.98500061,76.55329895,155.16887088999357,FALSE
91806,Ust-Labinsk_NDB_RU,NZ,Ust-Labinsk,ndb,330,45.21670151,39.66669846,NA,RU,6.202,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.21670151,39.66669846,116.87403348399337,FALSE
91807,Mirny_NDB_RU,NZ,Mirny,ndb,385,62.50999832,113.9550018,NA,RU,-10.006,TERMINAL,MEDIUM,UERR,High,6449,medium_airport,Mirny Airport,62.53469849,114.0390015,1156,AS,RU,RU-SA,Mirny,yes,UERR,MJZ,NA,NA,NA,NA,medium_airport,Other,62.50999832,113.9550018,192.44479375061158,FALSE
91808,Nyazepetrovsk_NDB_RU,NZ,Nyazepetrovsk,ndb,350,56.04999924,59.58330154,NA,RU,13.24,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.04999924,59.58330154,137.69152128803418,FALSE
91809,Achinsk_NDB_RU,NZ,Achinsk,ndb,420,56.27170181,90.61170197,NA,RU,5.445,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.27170181,90.61170197,168.54548248352722,FALSE
91810,Norton_NDB_ZW,NZ,Norton,ndb,373,-17.89570045,30.68190002,NA,ZW,-8.213,BOTH,LOW,FVHA,High,3005,large_airport,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887,AF,ZW,ZW-HA,Harare,yes,FVRG,HRE,NA,NA,NA,NA,large_airport,Other,-17.89570045,30.68190002,121.77811534623683,FALSE
91811,Nasu_VOR-DME_JP,NZE,Nasu,vor-dme,114800,36.78269958,140.0359955,761,JP,-7.159,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.78269958,140.0359955,217.08329153297015,FALSE
91812,North_Island_TACAN_US,NZY,North Island,tacan,117000,32.70259857,-117.2160034,25,US,12.371,BOTH,MEDIUM,KNZY,High,3743,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,NA,US,US-CA,San Diego,no,KNZY,NZY,NZY,NA,NA,NA,medium_airport,Other,32.70259857,-117.2160034,40.65534932740155,TRUE
91813,Santa_Rosa_NDB_AR,O,Santa Rosa,ndb,300,-36.56829834,-64.26999664,630,AR,-0.38,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.56829834,-64.26999664,76.54766274077166,FALSE
91814,Gorna_NDB_BG,O,Gorna,ndb,526,43.14770126,25.74080086,NA,BG,4.06,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.14770126,25.74080086,102.86514300288367,FALSE
91815,Tacheng_NDB_CN,O,Tacheng,ndb,301,46.65829849,83.37169647,1998,CN,4.425,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.65829849,83.37169647,160.59575756936104,FALSE
91816,Hailang_NDB_CN,O,Hailang,ndb,251,44.5367012,129.5769958,NA,CN,-10.162,BOTH,LOW,ZYMD,High,27240,medium_airport,Mudanjiang Hailang International Airport,44.52410126,129.5690002,883,AS,CN,CN-23,Mudanjiang,yes,ZYMD,MDG,NA,NA,NA,NA,medium_airport,Other,44.5367012,129.5769958,206.69057361528138,FALSE
91817,Capital_NDB_CN,O,Capital,ndb,431,40.09700012,116.5940018,NA,CN,-6.243,TERMINAL,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09700012,116.5940018,193.63455723658106,FALSE
91818,Zhengdeng_NDB_CN,O,Zhengdeng,ndb,528,38.29999924,114.6819992,NA,CN,-5.28,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.29999924,114.6819992,191.7198607427585,FALSE
91819,Opera_NDB_HU,O,Opera,ndb,422,47.13830185,20.24500084,322,HU,3.346,LO,LOW,LHSN,High,4306,medium_airport,Szolnok Air Base,47.122897,20.2355,322,EU,HU,HU-JN,Szolnok,no,LHSN,NA,NA,NA,NA,NA,medium_airport,Other,47.13830185,20.24500084,97.62949999210622,FALSE
91820,Domodedovo_NDB_RU,O,Domodedovo,ndb,320,55.38669968,37.91500092,NA,RU,9.349,TERMINAL,LOW,UUDD,High,26394,large_airport,Domodedovo International Airport,55.40879822,37.90629959,588,EU,RU,RU-MOS,Moscow,yes,UUDD,DME,NA,NA,NA,NA,large_airport,Other,55.38669968,37.91500092,116.12714340249921,FALSE
91821,Vnukovo_NDB_RU,O,Vnukovo,ndb,595,55.60169983,37.30670166,NA,RU,9.314,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.60169983,37.30670166,115.55589801111246,FALSE
91822,Murcia_San_Javier_NDB_ES,O,Murcia/San Javier,ndb,370,37.76179886,-0.829056025,11,ES,-1.173,TERMINAL,LOW,LELC,High,4017,medium_airport,San Javier Airport,37.775002,-0.812389,11,EU,ES,ES-MC,San Javier,no,LELC,MJV,NA,NA,NA,NA,medium_airport,Other,37.76179886,-0.829056025,76.21645115780095,FALSE
91823,O_NDB_TW,O,O,ndb,295,25.06539917,121.6320038,NA,TW,-3.435,TERMINAL,LOW,RCSS,High,5527,medium_airport,Taipei Songshan Airport,25.06940079,121.552002,18,AS,TW,TW-TPE,Taipei City,yes,RCSS,TSA,NA,NA,NA,NA,medium_airport,Other,25.06539917,121.6320038,199.15051791876178,FALSE
91824,Antonov_NDB_UA,O,Antonov,ndb,286,50.58089828,30.2064991,NA,UA,6.146,TERMINAL,LOW,UKKM,High,6479,medium_airport,Hostomel Airport,50.6035,30.1919,517,EU,UA,UA-32,Kiev,no,UKKM,NA,NA,NA,NA,NA,medium_airport,Other,50.58089828,30.2064991,107.87688298265924,FALSE
91825,Kryvyi_Rih_NDB_UA,O,Kryvyi Rih,ndb,697,48.02339935,33.20560074,NA,UA,6.115,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.02339935,33.20560074,110.61877806230659,FALSE
91826,Donetsk_NDB_UA,O,Donetsk,ndb,795,48.07339859,37.77170181,NA,UA,6.565,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.07339859,37.77170181,115.17393041030793,FALSE
91827,Boryspil_NDB_UA,O,Boryspil,ndb,640,50.31560135,30.90299988,NA,UA,6.195,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.31560135,30.90299988,108.54111482506113,FALSE
91828,Lviv_NDB_UA,O,Lviv,ndb,650,49.82720184,23.93180084,NA,UA,4.432,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.82720184,23.93180084,101.55749597889374,FALSE
91829,Ministro_Pistarini_NDB_AR,OA,Ministro Pistarini,ndb,270,-34.89030075,-58.50600052,NA,AR,-6.492,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.89030075,-58.50600052,76.08853627507968,FALSE
91830,Rangiroa_NDB_PF,OA,Rangiroa,ndb,358,-14.95590019,-147.6600037,82,PF,12.025,TERMINAL,MEDIUM,NTTG,High,5004,medium_airport,Rangiroa Airport,-14.95429993,-147.6609955,10,OC,PF,PF-U-A,NA,yes,NTTG,RGI,NA,NA,NA,NA,medium_airport,Other,-14.95590019,-147.6600037,88.8192340560249,FALSE
91831,Opera_NDB_HU,OA,Opera,ndb,282,47.16329956,20.26000023,322,HU,3.349,LO,LOW,LHSN,High,4306,medium_airport,Szolnok Air Base,47.122897,20.2355,322,EU,HU,HU-JN,Szolnok,no,LHSN,NA,NA,NA,NA,NA,medium_airport,Other,47.16329956,20.26000023,97.64655638736681,FALSE
91832,Samah_NDB_LY,OA,Samah,ndb,330,28.16500092,19.0958004,NA,LY,1.591,BOTH,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.16500092,19.0958004,96.73102360292955,FALSE
91833,Marmul_NDB_OM,OA,Marmul,ndb,337,18.16670036,55.23329926,890,OM,0.238,BOTH,HIGH,OOMX,High,5243,small_airport,Marmul Airport,18.138999,55.179005,925,AS,OM,OM-ZU,Marmul,no,OOMX,OMM,NA,NA,NA,NA,small_airport,Small,18.16670036,55.23329926,133.8864217820349,FALSE
91834,Ouvea_NDB_NC,OA,Ouvea,ndb,402,-20.64209938,166.5720062,23,NC,12.011,TERMINAL,LOW,NWWV,High,5020,medium_airport,Ouvéa Airport,-20.6406002,166.572998,23,OC,NC,NC-U-A,Ouvéa,yes,NWWV,UVE,NA,NA,NA,NA,medium_airport,Other,-20.64209938,166.5720062,250.78161463035775,FALSE
91835,Khatanga_NDB_RU,OA,Khatanga,ndb,332,71.94999695,102.3099976,NA,RU,5.381,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.94999695,102.3099976,182.36539175244798,FALSE
91836,Ellas_NDB_US,OA,Ellas,ndb,261,34.75049973,-77.70439911,65,US,-9.076,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.75049973,-77.70439911,4.209953942321563,FALSE
91837,Ondangwa_NDB_NA,OA,Ondangwa,ndb,382,-17.88290024,15.94729996,3596,NA,-9.467,BOTH,MEDIUM,FYOA,High,3031,medium_airport,Ondangwa Airport,-17.878201,15.9526,3599,AF,NA,NA-ON,Ondangwa,yes,FYOA,OND,NA,NA,NA,NA,medium_airport,Other,-17.88290024,15.94729996,108.95493071665234,FALSE
91838,Moab_VOR-DME_US,OAB,Moab,vor-dme,109800,38.75619888,-109.7490005,4570,US,11.387,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.75619888,-109.7490005,32.71244901349242,FALSE
91839,Oakland_VORTAC_US,OAK,Oakland,vortac,116800,37.72589874,-122.223999,10,US,14.426,BOTH,HIGH,KOAK,High,3744,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,NA,US,US-CA,Oakland,yes,KOAK,OAK,OAK,NA,NA,NA,large_airport,Other,37.72589874,-122.223999,45.20253741442707,TRUE
91840,Coaldale_VORTAC_US,OAL,Coaldale,vortac,117700,38.00329971,-117.7699966,4800,US,13.567,BOTH,HIGH,9CA6,High,15666,closed,North Valley Airport,37.869099,-118.095001,4960,NA,US,US-NV,Dyer,no,NA,NA,NA,NA,NA,NA,closed,Other,38.00329971,-117.7699966,40.743124504131906,TRUE
91841,Orléans_TACAN_FR,OAN,Orléans,tacan,116400,47.98939896,1.759580016,402,FR,-1.111,BOTH,HIGH,LFOJ,High,4175,medium_airport,Orléans-Bricy (BA 123) Air Base,47.987801,1.76056,412,EU,FR,FR-CVL,Orléans/Bricy,no,LFOJ,NA,NA,NA,NA,NA,medium_airport,Other,47.98939896,1.759580016,79.31816690305516,FALSE
91842,Orléans_NDB_FR,OAN,Orléans,ndb,385,48.00130081,1.768720031,NA,FR,-1.109,BOTH,LOW,LFOJ,High,4175,medium_airport,Orléans-Bricy (BA 123) Air Base,47.987801,1.76056,412,EU,FR,FR-CVL,Orléans/Bricy,no,LFOJ,NA,NA,NA,NA,NA,medium_airport,Other,48.00130081,1.768720031,79.32861033708325,FALSE
91843,Canoas_NDB_BR,OAS,Canoas,ndb,250,-29.94470024,-51.13729858,26,BR,-15.102,BOTH,MEDIUM,SBCO,High,5888,medium_airport,Canoas Air Force Base,-29.945928,-51.144413,26,SA,BR,BR-RS,Porto Alegre,no,SBCO,NA,RS9002,NA,NA,NA,medium_airport,Other,-29.94470024,-51.13729858,73.56203858223193,FALSE
91844,Andoas_NDB_PE,OAS,Andoas,ndb,360,-2.830280066,-76.45529938,NA,PE,-2.337,LO,LOW,SPAS,High,6201,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.796129942,-76.46659851,728,SA,PE,PE-LOR,Andoas,no,SPAS,AOP,NA,NA,NA,NA,small_airport,Small,-2.830280066,-76.45529938,41.741532093838295,FALSE
91845,Oaxaca_VOR-DME_MX,OAX,Oaxaca,vor-dme,112000,16.97229958,-96.73139954,5013,MX,5.108,BOTH,HIGH,MMOX,High,4736,medium_airport,Xoxocotlán International Airport,16.99990082,-96.72660065,4989,NA,MX,MX-OAX,Oaxaca,yes,MMOX,OAX,NA,NA,NA,NA,medium_airport,Other,16.97229958,-96.73139954,29.479029301630273,FALSE
91846,Norton_Bay_NDB_US,OAY,Norton Bay,ndb,263,64.69609833,-162.0630035,14,US,15.351,LO,MEDIUM,MOS,High,22304,small_airport,Moses Point Airport,64.694116,-162.060699,14,NA,US,US-AK,Elim,no,NA,MOS,MOS,NA,NA,NA,small_airport,Small,64.69609833,-162.0630035,88.85103012046505,FALSE
91847,San_Carlos_De_Bariloche_NDB_AR,OB,San Carlos De Bariloche,ndb,330,-41.12419891,-71.24849701,NA,AR,8.063,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.12419891,-71.24849701,80.24045376657706,FALSE
91848,Brussels_NDB_BE,OB,Brussels,ndb,293,50.92029953,4.616390228,NA,BE,-0.32,TERMINAL,LOW,EBBR,High,2155,large_airport,Brussels Airport,50.901402,4.48444,175,EU,BE,BE-BRU,Zaventem,yes,EBBR,BRU,NA,NA,NA,NA,large_airport,Other,50.92029953,4.616390228,82.53226257273992,FALSE
91849,Huairou_NDB_CN,OB,Huairou,ndb,380,40.28329849,116.5329971,170,CN,-6.259,BOTH,MEDIUM,ZHHH,High,27200,large_airport,Wuhan Tianhe International Airport,30.774798,114.213723,113,AS,CN,CN-42,Wuhan (Huangpi),yes,ZHHH,WUH,NA,NA,NA,NA,large_airport,Other,40.28329849,116.5329971,193.57478841615395,FALSE
91850,Marseille_Provence_NDB_FR,OB,Marseille/Provence,ndb,395,43.22980118,5.665420055,NA,FR,0.151,LO,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.22980118,5.665420055,82.81520768217027,FALSE
91851,Obihiro_NDB_JP,OB,Obihiro,ndb,326,42.65610123,143.2570038,505,JP,-8.419,LO,MEDIUM,RJCB,High,5543,medium_airport,Tokachi-Obihiro Airport,42.73329926,143.2169952,505,AS,JP,JP-01,Obihiro,yes,RJCB,OBO,NA,NA,NA,NA,medium_airport,Other,42.65610123,143.2570038,220.32580037725032,FALSE
91852,Stefanik_South_NDB_SK,OB,Stefanik South,ndb,330,48.1147995,17.29840088,NA,SK,3.012,TERMINAL,LOW,LZIB,High,4617,large_airport,M. R. Štefánik Airport,48.17020035,17.21269989,436,EU,SK,SK-BL,Bratislava,yes,LZIB,BTS,NA,NA,NA,NA,large_airport,Other,48.1147995,17.29840088,94.78358972244368,FALSE
91853,Giallo_NDB_LY,OB,Giallo,ndb,261,28.68330002,21.41670036,NA,LY,2.182,BOTH,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.68330002,21.41670036,98.98302659874386,FALSE
91854,Vnukovo_NDB_RU,OB,Vnukovo,ndb,290,55.61169815,37.35169983,NA,RU,9.321,TERMINAL,MEDIUM,UUWW,High,26401,large_airport,Vnukovo International Airport,55.59149933,37.26150131,685,EU,RU,RU-MOS,Moscow,yes,UUWW,VKO,NA,NA,NA,NA,large_airport,Other,55.61169815,37.35169983,115.6018686246517,FALSE
91855,Overberg_NDB_ZA,OB,Overberg,ndb,428,-34.59560013,20.28479958,22,ZA,-25.112,BOTH,MEDIUM,FAOB,High,2818,small_airport,Overberg Airport,-34.563474,20.252438,52,AF,ZA,ZA-WC,Overberg,no,FAOB,OVG,NA,NA,NA,NA,small_airport,Small,-34.59560013,20.28479958,121.9597262873712,FALSE
91856,El_Obeid_VOR-DME_SD,OBD,El Obeid,vor-dme,115800,13.14770031,30.23340034,1942,SD,2.064,BOTH,HIGH,HSOB,High,3245,medium_airport,El-Obeid Airport,13.1532,30.2327,1927,AF,SD,SD-09,El-Obeid,yes,HSOB,EBD,NA,NA,NA,NA,medium_airport,Other,13.14770031,30.23340034,110.31984934413624,FALSE
91857,El_Obeid_NDB_SD,OBD,El Obeid,ndb,279,13.15670013,30.23880005,NA,SD,2.065,BOTH,MEDIUM,HSOB,High,3245,medium_airport,El-Obeid Airport,13.1532,30.2327,1927,AF,SD,SD-09,El-Obeid,yes,HSOB,EBD,NA,NA,NA,NA,medium_airport,Other,13.15670013,30.23880005,110.32299880248198,FALSE
91858,Obihiro_VOR-DME_JP,OBE,Obihiro,vor-dme,109650,42.73400116,143.2200012,531,JP,-8.439,BOTH,HIGH,RJCB,High,5543,medium_airport,Tokachi-Obihiro Airport,42.73329926,143.2169952,505,AS,JP,JP-01,Obihiro,yes,RJCB,OBO,NA,NA,NA,NA,medium_airport,Other,42.73400116,143.2200012,220.2901426150175,FALSE
91859,Wolbach_VORTAC_US,OBH,Wolbach,vortac,114800,41.3757019,-98.35359955,2010,US,5.356,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3757019,-98.35359955,21.459151458882843,FALSE
91860,Pietermaritzburg_NDB_ZA,OBI,Pietermaritzburg,ndb,280,-29.61020088,30.39500046,NA,ZA,-23.192,BOTH,MEDIUM,FAPM,High,2825,medium_airport,Pietermaritzburg Airport,-29.64900017,30.39870071,2423,AF,ZA,ZA-NL,Pietermaritzburg,yes,FAPM,PZB,NA,NA,NA,NA,medium_airport,Other,-29.61020088,30.39500046,127.42153452143783,FALSE
91861,Oberpfaffenhofen_NDB-DME_DE,OBI,Oberpfaffenhofen,ndb-dme,429,48.08060074,11.28540039,1923,DE,1.34,BOTH,LOW,EDMO,High,2252,medium_airport,Oberpfaffenhofen Airport,48.081402,11.2831,1947,EU,DE,DE-BY,Weßling,no,EDMO,OBF,NA,NA,NA,NA,medium_airport,Other,48.08060074,11.28540039,88.79741002595756,FALSE
91862,Northbrook_VOR-DME_US,OBK,Northbrook,vor-dme,113000,42.2215004,-87.95179749,758,US,-2.546,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2215004,-87.95179749,11.406996728265002,FALSE
91863,Obleon_VOR-DME_HT,OBN,Obleon,vor-dme,113200,18.43829918,-72.27500153,6362,HT,-9.086,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43829918,-72.27500153,21.015508031393985,FALSE
91864,Robore_NDB_BO,OBO,Robore,ndb,325,-18.33189964,-59.76620102,NA,BO,-12.14,LO,MEDIUM,SLRB,High,30345,small_airport,Roboré Airport,-18.32920074,-59.76499939,905,SA,BO,BO-S,Roboré,no,SLRB,RBO,NA,NA,NA,NA,small_airport,Small,-18.33189964,-59.76620102,59.787888161864544,FALSE
91865,Beograd_NDB_RS,OBR,Beograd,ndb,355,44.64300156,20.1385994,NA,RS,3.199,TERMINAL,MEDIUM,LYBE,High,4610,large_airport,Belgrade Nikola Tesla Airport,44.818401,20.309099,335,EU,RS,RS-00,Belgrade,yes,LYBE,BEG,NA,NA,NA,NA,large_airport,Other,44.64300156,20.1385994,97.34463058214922,FALSE
91866,Overberg_VORTAC_ZA,OBV,Overberg,vortac,115400,-34.55609894,20.24710083,43,ZA,-25.086,BOTH,HIGH,FAOB,High,2818,small_airport,Overberg Airport,-34.563474,20.252438,52,AF,ZA,ZA-WC,Overberg,no,FAOB,OVG,NA,NA,NA,NA,small_airport,Small,-34.55609894,20.24710083,121.9058370572929,FALSE
91867,Ministro_Pistarini_NDB_AR,OC,Ministro Pistarini,ndb,330,-34.80479813,-58.63339996,NA,AR,-6.453,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.80479813,-58.63339996,75.97465025940828,FALSE
91868,Comandante_Espora_NDB_AR,OC,Comandante Espora,ndb,260,-38.65169907,-62.18170166,NA,AR,-1.199,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.65169907,-62.18170166,78.96872635842105,FALSE
91869,Comodoro_Rivadavia_NDB_AR,OC,Comodoro Rivadavia,ndb,260,-45.77479935,-67.36440277,NA,AR,7.266,TERMINAL,MEDIUM,SAVC,High,5822,medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,189,SA,AR,AR-U,Comodoro Rivadavia,yes,SAVC,CRD,CRV,NA,NA,NA,medium_airport,Other,-45.77479935,-67.36440277,85.23261240028819,FALSE
91870,Xingtang_NDB_CN,OC,Xingtang,ndb,235,38.4516983,114.5569992,NA,CN,-5.262,BOTH,HIGH,ZBSJ,High,27191,medium_airport,Shijiazhuang Zhengding International Airport,38.280701,114.696999,233,AS,CN,CN-13,Shijiazhuang,yes,ZBSJ,SJW,NA,NA,NA,NA,medium_airport,Other,38.4516983,114.5569992,191.59444066167072,FALSE
91871,Semarang_NDB_ID,OC,Semarang,ndb,350,-6.982170105,110.3759995,10,ID,1.114,BOTH,MEDIUM,WARS,High,26790,medium_airport,Achmad Yani Airport,-6.970732,110.373244,10,AS,ID,ID-JT,Semarang,yes,WAHS,SRG,NA,NA,NA,NA,medium_airport,Other,-6.982170105,110.3759995,192.94929175208384,FALSE
91872,Ozuki_NDB_JP,OC,Ozuki,ndb,253,34.04750061,131.0599976,13,JP,-6.562,BOTH,MEDIUM,RJOZ,High,5604,small_airport,Ozuki Airfield,34.0453,131.052002,13,AS,JP,JP-35,Shimonoseki,no,RJOZ,NA,NA,NA,NA,NA,small_airport,Small,34.04750061,131.0599976,208.15363429185197,FALSE
91873,Legostayevo_NDB_RU,OC,Legostayevo,ndb,320,54.63330078,83.8167038,NA,RU,8.102,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.63330078,83.8167038,161.6205188124023,FALSE
91874,Nados_NDB_US,OC,Nados,ndb,253,31.48559952,-94.72019958,360,US,3.257,TERMINAL,LOW,9TA8,High,15965,small_airport,Taylor Ranch Airport,31.6840992,-94.97720337,270,NA,US,US-TX,Alto,no,9TA8,NA,9TA8,NA,NA,NA,small_airport,Small,31.48559952,-94.72019958,19.1775712153746,FALSE
91875,Jumpi_NDB_US,OC,Jumpi,ndb,423,29.0564003,-82.22319794,NA,US,-4.464,LO,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0564003,-82.22319794,11.132652022405463,FALSE
91876,Ocean_Cape_NDB_US,OCC,Ocean Cape,ndb,385,59.54359818,-139.7279968,NA,US,22.419,BOTH,MEDIUM,PAYA,High,26343,medium_airport,Yakutat Airport,59.508717,-139.660435,33,NA,US,US-AK,Yakutat,yes,PAYA,YAK,YAK,NA,NA,NA,medium_airport,Other,59.54359818,-139.7279968,66.00026172546953,FALSE
91877,Ocala_VORTAC_US,OCF,Ocala,vortac,113700,29.17749977,-82.2263031,80,US,-4.476,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.17749977,-82.2263031,11.027101663626377,FALSE
