id.x,filename,ident,name.x,type.x,frequency_khz,latitude_deg.x,longitude_deg.x,elevation_ft.x,iso_country.x,magnetic_variation_deg,usage_type,power,associated_airport,power_category,id.y,type.y,name.y,latitude_deg.y,longitude_deg.y,elevation_ft.y,continent,iso_country.y,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,x16,x17,x18,airport_type,airport_size,latitude,longitude,distance_from_dc,is_critical_navaid
85050,Williams_Harbour_NDB_CA,1A,Williams Harbour,ndb,373,52.55889893,-55.78219986,70,CA,-23.072,LO,MEDIUM,CCA6,High,743,small_airport,Williams Harbour Airport,52.567377,-55.784883,70,NA,CA,CA-NL,Williams Harbour,yes,CCA6,YWM,CCA6,NA,NA,NA,small_airport,Small,52.55889893,-55.78219986,25.26125811824659,FALSE
85051,Sable_Island_NDB_CA,1B,Sable Island,ndb,277,43.93059921,-60.02289963,NA,CA,-19.1,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.93059921,-60.02289963,17.740088731835275,FALSE
85052,Nanaimo_DME_CA,1CD,Nanaimo,dme,111450,49.05720139,-123.8720016,83,CA,18.282,LO,LOW,CYCD,High,1687,medium_airport,Nanaimo Airport,49.05497,-123.869863,92,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,NA,NA,NA,NA,medium_airport,Other,49.05720139,-123.8720016,47.922325382845564,FALSE
85053,Charlottetown_NDB_CA,1D,Charlottetown,ndb,346,52.77500153,-56.12400055,209,CA,-23.163,LO,LOW,CCH4,High,758,small_airport,Charlottetown Airport,52.765774,-56.11237,209,NA,CA,CA-NL,Charlottetown,yes,CCH4,YHG,CCH4,NA,NA,NA,small_airport,Small,52.77500153,-56.12400055,25.09313218156077,FALSE
85054,Black_Tickle_NDB_CA,1E,Black Tickle,ndb,349,53.46670151,-55.78739929,NA,CA,-23.398,LO,LOW,CCE4,High,752,small_airport,Black Tickle Airport,53.469836,-55.787501,57,NA,CA,CA-NL,Black Tickle,no,CCE4,YBI,CCE4,NA,NA,NA,small_airport,Small,53.46670151,-55.78739929,25.758889041338385,FALSE
85055,Manta_NDB_CA,1F,Manta,ndb,363,47.63059998,-65.74469757,193,CA,-19.367,LO,MEDIUM,CZBF,High,2010,medium_airport,Bathurst Airport,47.6297,-65.738899,193,NA,CA,CA-NB,South Tetagouche,yes,CZBF,ZBF,NA,NA,NA,NA,medium_airport,Other,47.63059998,-65.74469757,14.269251659816009,FALSE
85056,Zama_Lake_NDB_CA,1K,Zama Lake,ndb,227,59.02330017,-118.8430023,NA,CA,21.275,LO,MEDIUM,CFT9,High,999,small_airport,Zama Lake Airport,59.06389999,-118.8899994,1242,NA,CA,CA-AB,Zama Lake,no,CFT9,NA,CFT9,NA,NA,NA,small_airport,Small,59.02330017,-118.8430023,46.3940478463298,FALSE
85057,North_Of_Sixty_NDB_CA,1S,North Of Sixty,ndb,350,60.31890106,-103.1289978,NA,CA,9.589,LO,LOW,CKV4,High,1244,small_airport,North of Sixty Airport,60.31639862,-103.1289978,1195,NA,CA,CA-NT,Obre Lake,no,CKV4,YDW,CKV4,NA,NA,NA,small_airport,Small,60.31890106,-103.1289978,33.75290372527332,FALSE
85058,Lloydminster_DME_CA,1T,Lloydminster,dme,110700,53.31330109,-110.0800018,2210,CA,14.486,BOTH,LOW,CYLL,High,1803,medium_airport,Lloydminster Airport,53.30920029,-110.072998,2193,NA,CA,CA-AB,Lloydminster,yes,CYLL,YLL,NA,NA,NA,NA,medium_airport,Other,53.31330109,-110.0800018,36.046946128354094,FALSE
85059,Masset_NDB_CA,1U,Masset,ndb,278,54.03170013,-132.1269989,25,CA,21.073,LO,MEDIUM,CZMT,High,2030,medium_airport,Masset Airport,54.02750015,-132.125,25,NA,CA,CA-BC,Masset,yes,CZMT,ZMT,NA,NA,NA,NA,medium_airport,Other,54.03170013,-132.1269989,57.12853491027185,FALSE
85060,Sandy_Bay_NDB_CA,1W,Sandy Bay,ndb,412,55.54330063,-102.276001,1000,CA,8.555,LO,MEDIUM,CJY4,High,1152,small_airport,Sandy Bay Airport,55.54560089,-102.2720032,1001,NA,CA,CA-SK,Sandy Bay,no,CJY4,NA,CJY4,NA,NA,NA,small_airport,Small,55.54330063,-102.276001,30.228662945285667,FALSE
85061,South_Indian_Lake_NDB_CA,2A,South Indian Lake,ndb,300,56.79389954,-98.90429688,974,CA,5.097,LO,LOW,CZSN,High,2038,medium_airport,South Indian Lake Airport,56.7928009,-98.90720367,951,NA,CA,CA-MB,South Indian Lake,no,CZSN,XSI,ZSN,NA,NA,NA,medium_airport,Other,56.79389954,-98.90429688,28.250965766530353,FALSE
85062,Springdale_NDB_CA,2B,Springdale,ndb,364,49.49000168,-56.18470001,250,CA,-21.312,LO,MEDIUM,CCD2,High,748,small_airport,Springdale Airport,49.479446,-56.177773,250,NA,CA,CA-NL,Springdale,no,CCD2,NA,CCD2,NA,NA,NA,small_airport,Small,49.49000168,-56.18470001,23.383967495298286,FALSE
85063,Bathurst_DME_CA,2F,Bathurst,dme,114400,47.63140106,-65.74440002,191,CA,-19.367,BOTH,LOW,CZBF,High,2010,medium_airport,Bathurst Airport,47.6297,-65.738899,193,NA,CA,CA-NB,South Tetagouche,yes,CZBF,ZBF,NA,NA,NA,NA,medium_airport,Other,47.63140106,-65.74440002,14.269976872216898,FALSE
85064,Lebel-sur-Quevillon_NDB_CA,2H,Lebel-sur-Quevillon,ndb,261,49.03720093,-77.02079773,NA,CA,-14.363,BOTH,LOW,CSH4,High,1521,small_airport,Lebel-sur-Quevillon Airport,49.03030014,-77.01719666,960,NA,CA,CA-QC,Lebel-sur-Quévillon,no,CSH4,YLS,CSH4,NA,NA,NA,small_airport,Small,49.03720093,-77.02079773,10.130013727774504,FALSE
85065,Grand_Forks_NDB-DME_CA,2J,Grand Forks,ndb-dme,250,49.01750183,-118.4240036,1720,CA,17.114,LO,LOW,CZGF,High,2019,medium_airport,Grand Forks Airport,49.015598,-118.431,1720,NA,CA,CA-BC,Grand Forks,no,CZGF,ZGF,NA,NA,NA,NA,medium_airport,Other,49.01750183,-118.4240036,42.6041142084991,FALSE
85066,Camrose_NDB_CA,2K,Camrose,ndb,405,53.03219986,-112.8130035,2426,CA,16.163,LO,MEDIUM,CEQ3,High,888,small_airport,Camrose Airport,53.04029846,-112.8160019,2426,NA,CA,CA-AB,Camrose,no,CEQ3,NA,CEQ3,NA,NA,NA,small_airport,Small,53.03219986,-112.8130035,38.46355681275084,FALSE
85067,Camrose_DME_CA,2K,Camrose,dme,108200,53.03279877,-112.814003,2449,CA,16.163,LO,LOW,CEQ3,High,888,small_airport,Camrose Airport,53.04029846,-112.8160019,2426,NA,CA,CA-AB,Camrose,no,CEQ3,NA,CEQ3,NA,NA,NA,small_airport,Small,53.03279877,-112.814003,38.4647064161893,FALSE
85068,Opapimiskan_Lake_NDB_CA,2M,Opapimiskan Lake,ndb,393,52.60309982,-90.37439728,934,CA,-3.318,LO,MEDIUM,CKM8,High,1211,small_airport,Opapimiskan Lake Airport,52.6067009,-90.37689972,1023,NA,CA,CA-ON,Opapimiskan Lake,no,CKM8,YBS,CKM8,NA,NA,NA,small_airport,Small,52.60309982,-90.37439728,19.11717828481712,FALSE
85069,Mont-Laurier_NDB_CA,2Q,Mont-Laurier,ndb,373,46.60250092,-75.47059631,NA,CA,-14.31,LO,LOW,CSD4,High,1507,small_airport,Mont Laurier Airport,46.56439972,-75.57779694,815,NA,CA,CA-QC,Mont-Laurier,no,CSD4,NA,CSD4,NA,NA,NA,small_airport,Small,46.60250092,-75.47059631,7.853086240368201,FALSE
85070,High_Prairie_NDB-DME_CA,2S,High Prairie,ndb-dme,406,55.39559937,-116.4840012,2005,CA,18.511,BOTH,LOW,CZHP,High,2022,small_airport,High Prairie Airport,55.39360046,-116.4749985,1974,NA,CA,CA-AB,High Prairie,no,CZHP,ZHP,NA,NA,NA,NA,small_airport,Small,55.39559937,-116.4840012,42.754427921183286,FALSE
85071,Pokemouche_NDB_CA,2T,Pokemouche,ndb,329,47.71500015,-64.88580322,68,CA,-19.527,LO,MEDIUM,CDA4,High,799,small_airport,Pokemouche Airport,47.7164,-64.8825,68,NA,CA,CA-NB,Village-Blanchard,no,CDA4,NA,CDA4,NA,NA,NA,small_airport,Small,47.71500015,-64.88580322,15.007547982241018,FALSE
85072,Mackenzie_Bc_NDB-DME_CA,2U,Mackenzie Bc,ndb-dme,284,55.30360031,-123.137001,2303,CA,20.519,LO,LOW,CYZY,High,2004,medium_airport,Mackenzie Airport,55.304402,-123.132004,2264,NA,CA,CA-BC,Mackenzie,no,CYZY,NA,NA,NA,NA,NA,medium_airport,Other,55.30360031,-123.137001,48.92914525450009,FALSE
85073,Diavik_NDB_CA,2Z,Diavik,ndb,382,64.51000214,-110.3069992,NA,CA,18.473,LO,LOW,CDK2,High,814,small_airport,Diavik Airport,64.51139832,-110.2890015,1413,NA,CA,CA-NT,Diavik,no,CDK2,DVK,CDK2,NA,NA,NA,small_airport,Small,64.51000214,-110.3069992,41.98098353061573,FALSE
85074,Diavik_DME_CA,2Z,Diavik,dme,111250,64.50830078,-110.3069992,1413,CA,18.471,LO,LOW,CDK2,High,814,small_airport,Diavik Airport,64.51139832,-110.2890015,1413,NA,CA,CA-NT,Diavik,no,CDK2,DVK,CDK2,NA,NA,NA,small_airport,Small,64.50830078,-110.3069992,41.97994594953116,FALSE
85076,Cumberland_House_NDB_CA,3D,Cumberland House,ndb,398,53.9571991,-102.2969971,877,CA,8.534,LO,MEDIUM,CJT4,High,1127,small_airport,Cumberland House Airport,53.95610046,-102.2979965,877,NA,CA,CA-SK,Cumberland House,no,CJT4,NA,CJT4,NA,NA,NA,small_airport,Small,53.9571991,-102.2969971,29.403655868130222,FALSE
85077,Ile-A-La-Crosse_NDB_CA,3F,Ile-A-La-Crosse,ndb,384,55.48389816,-107.9309998,1394,CA,13.529,LO,MEDIUM,CJF3,High,1069,small_airport,Île-à-la-Crosse Airport,55.48970032,-107.9300003,1394,NA,CA,CA-SK,Île-à-la-Crosse,no,CJF3,NA,CJF3,NA,NA,NA,small_airport,Small,55.48389816,-107.9309998,35.0604096430733,FALSE
85078,Consort_NDB_CA,3H,Consort,ndb,276,52.02280045,-110.7460022,2499,CA,14.515,LO,MEDIUM,CFG3,High,947,small_airport,Consort Airport,52.023788,-110.748762,2499,NA,CA,CA-AB,Consort,no,CFG3,NA,CFG3,NA,NA,NA,small_airport,Small,52.02280045,-110.7460022,36.170741577884264,FALSE
85079,Mobil_Sierra_NDB_CA,3I,Mobil Sierra,ndb,397,58.7983017,-121.3450012,NA,CA,22.088,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7983017,-121.3450012,48.56813522042188,FALSE
85080,Drayton_Valley_Industrial_NDB-DME_CA,3M,Drayton Valley Industrial,ndb-dme,385,53.26639938,-114.9550018,2785,CA,17.225,LO,LOW,CER3,High,892,small_airport,Drayton Valley Industrial Airport,53.26580048,-114.9599991,2776,NA,CA,CA-AB,Drayton Valley,no,CER3,YDC,CER3,NA,NA,NA,small_airport,Small,53.26639938,-114.9550018,40.54588821261357,FALSE
85081,Weyburn_NDB_CA,3N,Weyburn,ndb,298,49.69639969,-103.8040009,1963,CA,9.496,LO,MEDIUM,CJE3,High,1064,small_airport,Weyburn Airport,49.69749832,-103.8010025,1934,NA,CA,CA-SK,Weyburn,no,CJE3,NA,CJE3,NA,NA,NA,small_airport,Small,49.69639969,-103.8040009,28.85973874693735,FALSE
85082,Muddy_Lake_NDB_CA,3P,Muddy Lake,ndb,242,58.23690033,-132.1959991,NA,CA,23.014,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.23690033,-132.1959991,58.447955724483826,FALSE
85083,Postville_NDB_CA,3R,Postville,ndb,366,54.90750122,-59.7969017,193,CA,-24.449,LO,MEDIUM,CCD4,High,750,small_airport,Postville Airport,54.9105,-59.78507,193,NA,CA,CA-NL,Postville,yes,CCD4,YSO,CCD4,NA,NA,NA,small_airport,Small,54.90750122,-59.7969017,23.520781885701343,FALSE
85085,Cluff_Lake_NDB_CA,3X,Cluff Lake,ndb,243,58.36029816,-109.5250015,NA,CA,15.534,LO,MEDIUM,CJS3,High,1121,small_airport,Cluff Lake Airport,58.39110184,-109.5159988,1112,NA,CA,CA-SK,Cluff Lake,no,CJS3,XCL,CJS3,NA,NA,NA,small_airport,Small,58.36029816,-109.5250015,37.866868989882136,FALSE
85086,Donnelly_NDB-DME_CA,3Y,Donnelly,ndb-dme,234,55.71060181,-117.0999985,1949,CA,19.141,LO,LOW,CFM4,High,964,small_airport,Donnelly Airport,55.7094,-117.094002,1949,NA,CA,CA-AB,Donnelly,no,CFM4,YOE,CFM4,NA,NA,NA,small_airport,Small,55.71060181,-117.0999985,43.444288160919534,FALSE
85087,Russell_NDB_CA,3Z,Russell,ndb,263,50.7641983,-101.2959976,1825,CA,7.542,LO,LOW,CJW5,High,1145,small_airport,Russell Airport,50.7658,-101.294998,1825,NA,CA,CA-MB,Russell,no,CJW5,NA,CJW5,NA,NA,NA,small_airport,Small,50.7641983,-101.2959976,27.00170781733127,FALSE
85088,Taber_NDB-DME_CA,3Z,Taber,ndb-dme,388,49.82580185,-112.1780014,2648,CA,15.013,LO,LOW,CED5,High,841,small_airport,Taber Airport,49.8266983,-112.1849976,2648,NA,CA,CA-AB,Taber,no,CED5,NA,CED5,NA,NA,NA,small_airport,Small,49.82580185,-112.1780014,36.79827270353739,FALSE
85089,Koala_NDB-DME_CA,4A,Koala,ndb-dme,350,64.69809723,-110.6090012,1540,CA,19.093,TERMINAL,MEDIUM,CYOA,High,1832,medium_airport,Ekati Airport,64.69889832,-110.6149979,1536,NA,CA,CA-NT,Ekati,no,CYOA,YOA,NA,NA,NA,NA,medium_airport,Other,64.69809723,-110.6090012,42.33504882377559,FALSE
85090,Little_Grand_Rapids_NDB_CA,4B,Little Grand Rapids,ndb,280,52.0442009,-95.4618988,1005,CA,2.118,LO,MEDIUM,CZGR,High,2021,medium_airport,Little Grand Rapids Airport,52.04560089,-95.46579742,1005,NA,CA,CA-MB,Little Grand Rapids,no,CZGR,ZGR,NA,NA,NA,NA,medium_airport,Other,52.0442009,-95.4618988,22.62877313127254,FALSE
85091,Helmet_NDB_CA,4D,Helmet,ndb,364,59.42139816,-120.7890015,2025,CA,22.188,LO,MEDIUM,CBH2,High,685,small_airport,Helmet Airport,59.4258,-120.797997,1930,NA,CA,CA-BC,Helmet,no,CBH2,NA,CBH2,NA,NA,NA,small_airport,Small,59.42139816,-120.7890015,48.32265216039005,FALSE
85092,Cross_Lake_NDB_CA,4G,Cross Lake,ndb,353,54.6108017,-97.7664032,709,CA,4.14,LO,MEDIUM,CYCR,High,1696,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,54.61059952,-97.76080322,709,NA,CA,CA-MB,Cross Lake,no,CYCR,YCR,NA,NA,NA,NA,medium_airport,Other,54.6108017,-97.7664032,26.006064855549617,FALSE
85093,Points_North_Landing_NDB_CA,4H,Points North Landing,ndb,368,58.26919937,-104.0800018,1620,CA,10.553,LO,MEDIUM,CYNL,High,1828,medium_airport,Points North Landing Airport,58.27669907,-104.0820007,1605,NA,CA,CA-SK,Points North Landing,yes,CYNL,YNL,NA,NA,NA,NA,medium_airport,Other,58.26919937,-104.0800018,33.25983124685156,FALSE
85094,Knee_Lake_NDB_CA,4J,Knee Lake,ndb,314,54.88330078,-94.80000305,NA,CA,0.468,LO,LOW,CJT3,High,1126,small_airport,Knee Lake Airport,54.915298,-94.798103,625,NA,CA,CA-MB,Knee Lake,no,CJT3,YKE,CJT3,NA,NA,NA,small_airport,Small,54.88330078,-94.80000305,23.89065980875446,FALSE
85095,St_Theresa_Point_NDB_CA,4K,St Theresa Point,ndb,362,53.84500122,-94.84940338,773,CA,1.074,LO,LOW,CYST,High,1912,medium_airport,St. Theresa Point Airport,53.84560013,-94.85189819,773,NA,CA,CA-MB,St. Theresa Point,yes,CYST,YST,NA,NA,NA,NA,medium_airport,Other,53.84500122,-94.84940338,23.247003719850536,FALSE
85096,Chatham_NDB_CA,4L,Chatham,ndb,236,42.31230164,-82.07769775,650,CA,-7.553,LO,LOW,CYCK,High,1364,small_airport,Chatham Kent Airport,42.3064003,-82.08190155,650,NA,CA,CA-ON,Chatham-Kent,no,CYCK,XCM,NZ3,NA,NA,NA,small_airport,Small,42.31230164,-82.07769775,6.0831208384459785,FALSE
85097,Red_Sucker_Lake_NDB_CA,4M,Red Sucker Lake,ndb,399,54.16889954,-93.5632019,729,CA,-0.269,LO,LOW,CYRS,High,1894,medium_airport,Red Sucker Lake Airport,54.16719818,-93.55719757,729,NA,CA,CA-MB,Red Sucker Lake,no,CYRS,YRS,NA,NA,NA,NA,medium_airport,Other,54.16889954,-93.5632019,22.495291225925026,FALSE
85098,Oxford_House_NDB_CA,4N,Oxford House,ndb,386,54.92860031,-95.28250122,688,CA,1.201,LO,MEDIUM,CYOH,High,1835,medium_airport,Oxford House Airport,54.93330002,-95.27890015,663,NA,CA,CA-MB,Oxford House,yes,CYOH,YOH,NA,NA,NA,NA,medium_airport,Other,54.92860031,-95.28250122,24.281417416875264,FALSE
85099,Swan_Hills_NDB_CA,4O,Swan Hills,ndb,251,54.67499924,-115.4240036,3473,CA,18.062,LO,MEDIUM,CEM5,High,876,small_airport,Swan Hills Airport,54.67079926,-115.4150009,3473,NA,CA,CA-AB,Swan Hills,no,CEM5,NA,CEM5,NA,NA,NA,small_airport,Small,54.67499924,-115.4240036,41.49931584580736,FALSE
85100,Brochet_NDB_CA,4Q,Brochet,ndb,347,57.88610077,-101.677002,1136,CA,8.181,LO,MEDIUM,CYBT,High,1679,medium_airport,Brochet Airport,57.8894,-101.679001,1136,NA,CA,CA-MB,Brochet,yes,CYBT,YBT,NA,NA,NA,NA,medium_airport,Other,57.88610077,-101.677002,31.101982268143463,FALSE
85101,Shamattawa_NDB_CA,4T,Shamattawa,ndb,280,55.85929871,-92.08599854,289,CA,-2.53,LO,LOW,CZTM,High,2041,medium_airport,Shamattawa Airport,55.86560059,-92.08139801,289,NA,CA,CA-MB,Shamattawa,yes,CZTM,ZTM,NA,NA,NA,NA,medium_airport,Other,55.85929871,-92.08599854,22.668238077543958,FALSE
85102,Lac_Brochet_NDB_CA,4V,Lac Brochet,ndb,371,58.61830139,-101.4700012,1257,CA,7.594,LO,LOW,CZWH,High,2045,medium_airport,Lac Brochet Airport,58.61750031,-101.4690018,1211,NA,CA,CA-MB,Lac Brochet,no,CZWH,XLB,ZWH,NA,NA,NA,medium_airport,Other,58.61830139,-101.4700012,31.39273725332503,FALSE
85103,Kelsey_NDB_CA,4W,Kelsey,ndb,391,56.03749847,-96.51280212,600,CA,2.303,LO,LOW,CZEE,High,2012,medium_airport,Kelsey Airport,56.03749847,-96.50969696,600,NA,CA,CA-MB,Kelsey,no,CZEE,KES,ZEE,NA,NA,NA,medium_airport,Other,56.03749847,-96.51280212,25.93757677692935,FALSE
85104,Lac_Du_Bonnet_NDB_CA,4X,Lac Du Bonnet,ndb,386,50.29029846,-96.0141983,850,CA,3.03,LO,MEDIUM,CYAX,High,1664,medium_airport,Lac Du Bonnet Airport,50.294399,-96.010002,850,NA,CA,CA-MB,Lac Du Bonnet,yes,CYAX,NA,NA,NA,NA,NA,medium_airport,Other,50.29029846,-96.0141983,22.129455061461346,FALSE
85105,Key_Lake_NDB_CA,4Y,Key Lake,ndb,376,57.25419998,-105.6220016,1670,CA,12.181,LO,MEDIUM,CYKJ,High,1789,medium_airport,Key Lake Airport,57.2560997,-105.6179962,1679,NA,CA,CA-SK,Key Lake,no,CYKJ,YKJ,NA,NA,NA,NA,medium_airport,Other,57.25419998,-105.6220016,33.96646054195878,FALSE
85106,Summerside_NDB_CA,5B,Summerside,ndb,254,46.39690018,-63.88169861,NA,CA,-19.313,LO,MEDIUM,CYSU,High,1913,medium_airport,Summerside Airport,46.440601,-63.833599,56,NA,CA,CA-PE,Slemon Park,no,CYSU,YSU,NA,NA,NA,NA,medium_airport,Other,46.39690018,-63.88169861,15.137864195379414,FALSE
85107,Fox_Creek_NDB-DME_CA,5F,Fox Creek,ndb-dme,353,54.37939835,-116.7600021,2841,CA,18.332,LO,LOW,CED4,High,840,small_airport,Fox Creek Airport,54.38000107,-116.7659988,2842,NA,CA,CA-AB,Fox Creek,no,CED4,NA,CED4,NA,NA,NA,small_airport,Small,54.37939835,-116.7600021,42.629963197600425,FALSE
85108,Coronation_NDB_CA,5J,Coronation,ndb,328,52.07440186,-111.447998,2595,CA,15.158,LO,HIGH,CYCT,High,1698,small_airport,Coronation Airport,52.07500076,-111.4449997,2595,NA,CA,CA-AB,Coronation,no,CYCT,YCT,NA,NA,NA,NA,small_airport,Small,52.07440186,-111.447998,36.844251524323184,FALSE
85109,Donaldson_NDB_CA,5L,Donaldson,ndb,233,61.66469955,-73.29190063,1888,CA,-27.485,BOTH,MEDIUM,CTP9,High,1608,small_airport,Donaldson Airport,61.66220093,-73.3214035,1902,NA,CA,CA-QC,Kattiniq,no,CTP9,YAU,CTP9,NA,NA,NA,small_airport,Small,61.66469955,-73.29190063,23.06358181309986,FALSE
85110,Sparwood_NDB_CA,5M,Sparwood,ndb,200,49.83720016,-114.8840027,3800,CA,16.131,LO,MEDIUM,CYSW,High,1914,small_airport,Sparwood Elk Valley Airport,49.834273,-114.878653,3800,NA,CA,CA-BC,Sparwood,no,CYSW,NA,NA,NA,NA,NA,small_airport,Small,49.83720016,-114.8840027,39.393756945510376,FALSE
85111,Gods_River_NDB_CA,5O,Gods River,ndb,350,54.84189987,-94.06909943,676,CA,-0.043,LO,LOW,CJT3,High,1126,small_airport,Knee Lake Airport,54.915298,-94.798103,625,NA,CA,CA-MB,Knee Lake,no,CJT3,YKE,CJT3,NA,NA,NA,small_airport,Small,54.84189987,-94.06909943,23.3240321850719,FALSE
85112,Fontanges_NDB_CA,5Q,Fontanges,ndb,239,54.56000137,-71.1710968,1552,CA,-21.458,LO,LOW,CTU2,High,1618,small_airport,Fontanges Airport,54.55390167,-71.1733017,1550,NA,CA,CA-QC,Fontanges,no,CTU2,YFG,CTU2,NA,NA,NA,small_airport,Small,54.56000137,-71.1710968,16.715796059709636,FALSE
85113,Fort_Vermilion_NDB-DME_CA,5U,Fort Vermilion,ndb-dme,261,58.40250015,-115.9509964,836,CA,19.554,LO,LOW,CEZ4,High,921,small_airport,Fort Vermilion Airport,58.40420151,-115.9509964,836,NA,CA,CA-AB,Fort Vermilion,no,CEZ4,NA,CEZ4,NA,NA,NA,small_airport,Small,58.40250015,-115.9509964,43.524402656062755,FALSE
85114,Drumheller_NDB-DME_CA,5V,Drumheller,ndb-dme,395,51.50249863,-112.7509995,2625,CA,15.463,LO,MEDIUM,CEG4,High,852,small_airport,Drumheller Municipal Airport,51.49639893,-112.7490005,2597,NA,CA,CA-AB,Drumheller,no,CEG4,NA,CEG4,NA,NA,NA,small_airport,Small,51.50249863,-112.7509995,37.87002047365145,FALSE
85115,Leaf_Rapids_NDB_CA,5W,Leaf Rapids,ndb,226,56.51169968,-99.98390198,959,CA,6.283,LO,MEDIUM,CYLR,High,1805,medium_airport,Leaf Rapids Airport,56.51330185,-99.98529816,959,NA,CA,CA-MB,Leaf Rapids,no,CYLR,YLR,NA,NA,NA,NA,medium_airport,Other,56.51169968,-99.98390198,28.922021175105378,FALSE
85116,Trenton_NDB_CA,5Y,Trenton,ndb,361,45.61180115,-62.62509918,317,CA,-19.265,LO,LOW,CYTN,High,1922,small_airport,Trenton Airport,45.611904,-62.621102,319,NA,CA,CA-NS,Trenton,no,CYTN,NA,NA,NA,NA,NA,small_airport,Small,45.61180115,-62.62509918,15.895020586835804,FALSE
85117,Grand_Manan_NDB_CA,6E,Grand Manan,ndb,387,44.71559906,-66.80220032,238,CA,-18.017,LO,MEDIUM,CCN2,High,768,small_airport,Grand Manan Airport,44.7132988,-66.79640198,238,NA,CA,CA-NB,Grand Manan,no,CCN2,NA,CCN2,NA,NA,NA,small_airport,Small,44.71559906,-66.80220032,11.768032001146203,FALSE
85118,Port_Hope_Simpson_NDB_CA,6F,Port Hope Simpson,ndb,367,52.52030182,-56.29520035,347,CA,-23.08,LO,LOW,CCP4,High,771,small_airport,Port Hope Simpson Airport,52.52809906,-56.28609848,347,NA,CA,CA-NL,Port Hope Simpson,yes,CCP4,YHA,CCP4,NA,NA,NA,small_airport,Small,52.52030182,-56.29520035,24.809970687860503,FALSE
85119,Red_Deer_DME_CA,6G,Red Deer,dme,111600,52.18119812,-113.8830032,2985,CA,16.313,LO,LOW,CYQF,High,1866,medium_airport,Red Deer Regional Airport,52.182201,-113.893997,2968,NA,CA,CA-AB,Springbrook,no,CYQF,YQF,NA,NA,NA,NA,medium_airport,Other,52.18119812,-113.8830032,39.16419726120802,FALSE
85120,Vernon_Bc_NDB_CA,6K,Vernon Bc,ndb,302,50.34999847,-119.2600021,NA,CA,17.537,LO,LOW,CYVK,High,1936,medium_airport,Vernon Airport,50.24810028,-119.3310013,1140,NA,CA,CA-BC,Vernon,no,CYVK,YVE,NA,NA,NA,NA,medium_airport,Other,50.34999847,-119.2600021,43.746176836062574,FALSE
85121,Belleville_NDB_CA,6M,Belleville,ndb,283,44.19499969,-77.3082962,320,CA,-12.149,LO,LOW,CNU4,High,1348,small_airport,Belleville Aerodrome,44.1922,-77.309402,320,NA,CA,CA-ON,Belleville,no,CNU4,NA,CNU4,NA,NA,NA,small_airport,Small,44.19499969,-77.3082962,5.294759811260425,FALSE
85122,Cigar_Lake_NDB_CA,6Q,Cigar Lake,ndb,222,58.06969833,-104.5390015,NA,CA,11.223,LO,MEDIUM,CJW7,High,1146,small_airport,Cigar Lake Airport,58.05310059,-104.4840012,1562,NA,CA,CA-SK,Cigar Lake,no,CJW7,NA,CJW7,NA,NA,NA,small_airport,Small,58.06969833,-104.5390015,33.519649896196036,FALSE
85123,York_Landing_NDB_CA,6X,York Landing,ndb,339,56.0882988,-96.09690094,609,CA,1.594,LO,MEDIUM,CZAC,High,2005,medium_airport,York Landing Airport,56.08940125,-96.08920288,621,NA,CA,CA-MB,York Landing,yes,CZAC,ZAC,NA,NA,NA,NA,medium_airport,Other,56.0882988,-96.09690094,25.66074417876773,FALSE
85124,La_Loche_NDB_CA,6Z,La Loche,ndb,410,56.47829819,-109.401001,1500,CA,15.139,LO,MEDIUM,CJL4,High,1089,small_airport,La Loche Airport,56.47330093,-109.4039993,1501,NA,CA,CA-SK,La Loche,no,CJL4,NA,CJL4,NA,NA,NA,small_airport,Small,56.47829819,-109.401001,36.82632923793548,FALSE
85125,St_Thomas_NDB_CA,7B,St Thomas,ndb,375,42.77090073,-81.10569763,776,CA,-8.511,LO,HIGH,CYQS,High,1876,medium_airport,St Thomas Municipal Airport,42.77000046,-81.1108017,778,NA,CA,CA-ON,St Thomas,no,CYQS,YQS,NA,NA,NA,NA,medium_airport,Other,42.77090073,-81.10569763,5.610997904552813,FALSE
85126,Fogo_NDB_CA,7C,Fogo,ndb,237,49.66159821,-54.24509811,97,CA,-21.274,LO,MEDIUM,CDY3,High,827,small_airport,Fogo Airport,49.657501,-54.237499,80,NA,CA,CA-NL,Fogo,no,CDY3,NA,CDY3,NA,NA,NA,small_airport,Small,49.66159821,-54.24509811,25.20165300634581,FALSE
